letting_date,label,url,source_id,letting_id,file_name,raw_path,sha256,file_size_bytes,duplicate_letting_date,parse_status
2025-01-22,1/22/25 Bid Tabulation 30.42 MB Archived .pdf,https://iowadot.gov/media/4014/download?inline,ia_idot_bid_tabs_2025_01_22,ia_idot_2025_01_22,bid_tabs_2025_01_22.pdf,data\raw\ia\bid_tabs\bid_tabs_2025_01_22.pdf,6ea988baf3145fa34e9cda6296ce2e0b3cadc1554a10b1d421e73fb5eb60b783,31899436,false,selected
2025-02-18,2/18/25 Bid Tabulation 21.9 MB Archived .pdf,https://iowadot.gov/media/4013/download?inline,ia_idot_bid_tabs_2025_02_18,ia_idot_2025_02_18,bid_tabs_2025_02_18.pdf,data\raw\ia\bid_tabs\bid_tabs_2025_02_18.pdf,12c1c3f5f9cfd275e59720ab37c3611c8cdb58165d9b53ac0637fb3b917f455f,22959326,false,selected
2025-03-18,3/18/25 Bid Tabulations 21.19 MB Archived .pdf,https://iowadot.gov/media/10341/download?inline,ia_idot_bid_tabs_2025_03_18,ia_idot_2025_03_18,bid_tabs_2025_03_18.pdf,data\raw\ia\bid_tabs\bid_tabs_2025_03_18.pdf,554f2063eafcae9a09d60d0661f1fe6f2cb06465ad957eb5bd954a51468a20a9,22214675,false,selected
2025-04-01,04/01/25 Bid Tabulations 205.54 KB Archived .pdf,https://iowadot.gov/media/10502/download?inline,ia_idot_bid_tabs_2025_04_01,ia_idot_2025_04_01,bid_tabs_2025_04_01.pdf,data\raw\ia\bid_tabs\bid_tabs_2025_04_01.pdf,3314a6330be438e90890178c35aeb7745d40868c417a256186b06e36a1fc15af,210476,false,selected
2025-04-15,04/15/25 Bid Tabulations 1.67 MB Archived .pdf,https://iowadot.gov/media/11450/download?inline,ia_idot_bid_tabs_2025_04_15,ia_idot_2025_04_15,bid_tabs_2025_04_15.pdf,data\raw\ia\bid_tabs\bid_tabs_2025_04_15.pdf,f1ed527a899b63af4d8fe271aca7fd8af1fcaa6814dd4c663165a56dc98819e7,13059500,false,selected
2025-05-20,05/20/25 Bid Tabulations 7.77 MB Archived .pdf,https://iowadot.gov/media/11829/download?inline,ia_idot_bid_tabs_2025_05_20,ia_idot_2025_05_20,bid_tabs_2025_05_20.pdf,data\raw\ia\bid_tabs\bid_tabs_2025_05_20.pdf,8716f5d7c0f21f1b021c0671c43392b945a0d457667b51ad121648079886c639,8151187,false,selected
2025-06-03,06/03/25 Bid Tabulations 209.58 KB .pdf,https://iowadot.gov/media/11864/download?inline,ia_idot_bid_tabs_2025_06_03,ia_idot_2025_06_03,bid_tabs_2025_06_03.pdf,data\raw\ia\bid_tabs\bid_tabs_2025_06_03.pdf,92aa6f201c40d52b9d316011ffef22828c23a0481e87336195ec4bb9f0edbd54,214606,false,selected
2025-06-17,06/17/25 Bid Tabulations 9.62 MB .pdf,https://iowadot.gov/media/11923/download?inline,ia_idot_bid_tabs_2025_06_17,ia_idot_2025_06_17,bid_tabs_2025_06_17.pdf,data\raw\ia\bid_tabs\bid_tabs_2025_06_17.pdf,23a31ad66c897e06219cff37ef99332c52eecad5206f37560d39fcacfe266487,4102968,false,selected
2025-07-15,7/15/25 Bid Tabulations 8.4 MB .pdf,https://iowadot.gov/media/12027/download?inline,ia_idot_bid_tabs_2025_07_15,ia_idot_2025_07_15,bid_tabs_2025_07_15.pdf,data\raw\ia\bid_tabs\bid_tabs_2025_07_15.pdf,c76a813e3b7ba49f5f1329c6ca55e0f0cd2f86b803db2d930f2950e318f395ad,3114043,false,selected
2025-08-19,8/19/25 Bid Tabulations 824.11 KB .pdf,https://iowadot.gov/media/12248/download?inline,ia_idot_bid_tabs_2025_08_19,ia_idot_2025_08_19,bid_tabs_2025_08_19.pdf,data\raw\ia\bid_tabs\bid_tabs_2025_08_19.pdf,816098c833d21f39d88f0c6077e066a5485f6e18f0ad8e5f6e812410cc7b92c1,2274697,false,selected
2025-09-16,9/16/25 Bid Tabulations 1.85 MB .pdf,https://iowadot.gov/media/12382/download?inline,ia_idot_bid_tabs_2025_09_16,ia_idot_2025_09_16,bid_tabs_2025_09_16.pdf,data\raw\ia\bid_tabs\bid_tabs_2025_09_16.pdf,7cb1e26088fc5020e04e081744dcb4e318fb26fb6148c80559614ffe5fbd6025,7736565,false,selected
2025-09-23,9/23/25 Bid Tabulations 292.21 KB .pdf,https://iowadot.gov/media/12408/download?inline,ia_idot_bid_tabs_2025_09_23,ia_idot_2025_09_23,bid_tabs_2025_09_23.pdf,data\raw\ia\bid_tabs\bid_tabs_2025_09_23.pdf,1e32ae4c1e468c990f486e931fdcb23cdc1ceb312c8081e989c94c82b54a5be7,299219,false,selected
2025-10-22,10/22/25 Bid Tabulations 3.79 MB .pdf,https://iowadot.gov/media/12608/download?inline,ia_idot_bid_tabs_2025_10_22,ia_idot_2025_10_22,bid_tabs_2025_10_22.pdf,data\raw\ia\bid_tabs\bid_tabs_2025_10_22.pdf,bd4ac5d14f29af0c145fcf2c829bdaedeae334ec2e3a72df40a4ada175dac11f,4399486,false,selected
2025-11-18,11/18/25 Bid Tabulations 2.42 MB .pdf,https://iowadot.gov/media/12726/download?inline,ia_idot_bid_tabs_2025_11_18,ia_idot_2025_11_18,bid_tabs_2025_11_18.pdf,data\raw\ia\bid_tabs\bid_tabs_2025_11_18.pdf,bb425be1af55b1e492696ae42f9f035b95bcce36ef52edfff3118fd3bb9657b2,4241385,false,selected
2025-12-16,12/16/25 Bid Tabulations 5.9 MB Archived .pdf,https://iowadot.gov/media/12841/download?inline,ia_idot_bid_tabs_2025_12_16,ia_idot_2025_12_16,bid_tabs_2025_12_16.pdf,data\raw\ia\bid_tabs\bid_tabs_2025_12_16.pdf,1076918384d6ecd8080d3343f26ac6dc43acf002a3bff20bb4064b5e53ab827c,8806579,false,selected
2026-01-21,01/21/26 Bid Tabulation 4.55 MB Archived .pdf,https://iowadot.gov/media/12982/download?inline,ia_idot_bid_tabs_2026_01_21,ia_idot_2026_01_21,bid_tabs_2026_01_21.pdf,data\raw\ia\bid_tabs\bid_tabs_2026_01_21.pdf,6eeca183ca117ddf89e0506e9ded1261ea3c4b77f6f18112044cce0bafe4c72d,7598310,false,selected
2026-02-10,02/10/26 Bid Tabulation 355.23 KB Archived .pdf,https://iowadot.gov/media/13080/download?inline,ia_idot_bid_tabs_2026_02_10,ia_idot_2026_02_10,bid_tabs_2026_02_10.pdf,data\raw\ia\bid_tabs\bid_tabs_2026_02_10.pdf,1f6351b90e73dca9edce9c6fd15677209f4799d712eb0c31102871c556ab7c34,363757,false,selected
2026-02-17,02/17/26 Bid Tabulation 3.55 MB Archived .pdf,https://iowadot.gov/media/13110/download?inline,ia_idot_bid_tabs_2026_02_17,ia_idot_2026_02_17,bid_tabs_2026_02_17.pdf,data\raw\ia\bid_tabs\bid_tabs_2026_02_17.pdf,187ff15bd8f7361e0cfd07ae9a11d4c5c57b5c616a4efc1dbdec4cb7a11d2a0e,6390810,false,selected
2026-03-17,03/17/26 Bid Tabulation 1.78 MB Archived .pdf,https://iowadot.gov/media/13245/download?inline,ia_idot_bid_tabs_2026_03_17,ia_idot_2026_03_17,bid_tabs_2026_03_17.pdf,data\raw\ia\bid_tabs\bid_tabs_2026_03_17.pdf,880e17d4d8d89bfcdde25956e1f4491918d9bdf9e7f6aa9aa670e7f6e0a8dfa0,4932648,false,selected
2026-04-14,4/14/26 Bid Tabulations 177.64 KB Archived .pdf,https://iowadot.gov/media/14026/download?inline,ia_idot_bid_tabs_2026_04_14,ia_idot_2026_04_14,bid_tabs_2026_04_14.pdf,data\raw\ia\bid_tabs\bid_tabs_2026_04_14.pdf,416b9d672299d09974982cf2bb33cb2acaa0d54698a3f9339676298444d42381,181899,false,selected
2026-04-21,4/21/26 Bid Tabulations 1.7 MB .pdf,https://iowadot.gov/media/14110/download?inline,ia_idot_bid_tabs_2026_04_21,ia_idot_2026_04_21,bid_tabs_2026_04_21.pdf,data\raw\ia\bid_tabs\bid_tabs_2026_04_21.pdf,fabe2185ffd8c7356033bf7e10a08dc52ab51e260953b9f3f4edad428ee23ecf,4013981,false,selected
2026-05-19,5/19/26 Bid Tabulations 1.41 MB .pdf,https://iowadot.gov/media/14294/download?inline,ia_idot_bid_tabs_2026_05_19,ia_idot_2026_05_19,bid_tabs_2026_05_19.pdf,data\raw\ia\bid_tabs\bid_tabs_2026_05_19.pdf,a8087da28454942fd6eb0c42f1e0145dc0f88476cf3b3cc02bf598ce216fa5ec,2349498,false,selected
2026-06-09,6/9/26 Bid Tabulations 292.24 KB .pdf,https://iowadot.gov/media/14575/download?inline,ia_idot_bid_tabs_2026_06_09,ia_idot_2026_06_09,bid_tabs_2026_06_09.pdf,data\raw\ia\bid_tabs\bid_tabs_2026_06_09.pdf,f6ede7586e3a32c665df4e667a4181b00c5e69413e4b8385612f4cf784c9ac95,299258,false,selected
2026-06-16,6/16/26 Bid Tabulations 5.21 MB .pdf,https://iowadot.gov/media/14685/download?inline,ia_idot_bid_tabs_2026_06_16,ia_idot_2026_06_16,bid_tabs_2026_06_16.pdf,data\raw\ia\bid_tabs\bid_tabs_2026_06_16.pdf,4afa71a045e3a308279fbbbaf6cef88d15ac70926c1f9f9d170c452e265b097c,5467809,false,selected
