item_code,description,unit,total_quantity,total_cost,average_low_bid_price,average_three_lowest_bids,bid_count,source_page
635E2030,Signal Pole with 30' Mast Arm,Each,5,135521.16,27104.23,28010.67,3,25
635E2035,Signal Pole with 35' Mast Arm,Each,9,244016.48,27112.94,26863.19,5,25
635E2040,Signal Pole with 40' Mast Arm,Each,1,18375.1,18375.1,18039.96,1,25
635E2050,Signal Pole with 50' Mast Arm,Each,2,50089.4,25044.7,22569.44,2,25
635E2054,Signal Pole with 50' and 40' Mast Arms with Luminaire Arm,Each,1,67100,67100,63499.75,1,25
635E2055,Signal Pole with 55' Mast Arm,Each,1,25180.3,25180.3,24721.04,1,25
635E2060,Signal Pole with 60' Mast Arm,Each,2,54632,27316,28583,1,25
635E2065,Signal Pole with 65' Mast Arm,Each,1,26839.2,26839.2,26349.68,1,25
635E2120,Signal Pole with 20' Mast Arm and Luminaire Arm,Each,1,44600,44600,42229.3,1,25
635E2125,Signal Pole with 25' Mast Arm and Luminaire Arm,Each,4,141740.59,35435.15,34758.8,2,25
635E2130,Signal Pole with 30' Mast Arm and Luminaire Arm,Each,1,33406.63,33406.63,31686.12,1,25
635E2135,Signal Pole with 35' Mast Arm and Luminaire Arm,Each,4,155878.43,38969.61,37706.64,2,25
635E2140,Signal Pole with 40' Mast Arm and Luminaire Arm,Each,8,315442.82,39430.35,40818.91,4,25
635E2145,Signal Pole with 45' Mast Arm and Luminaire Arm,Each,5,164942,32988.4,35416.36,3,25
635E2150,Signal Pole with 50' Mast Arm and Luminaire Arm,Each,3,84380,28126.67,28276,2,26
635E2155,Signal Pole with 55' Mast Arm and Luminaire Arm,Each,3,105445,35148.33,34736.25,2,26
635E2160,Signal Pole with 60' Mast Arm and Luminaire Arm,Each,2,67057.9,33528.95,30793.81,2,26
635E3700,"Roadway Luminaire, LED with Photoelectric Cell",Each,323,313027.86,969.13,858.28,11,26
635E3800,"Roadway Luminaire, LED",Each,1,6776,6776,5362,1,26
635E4010,1 Section Vehicle Signal Head,Each,36,37198,1033.28,1061.28,4,26
635E4030,3 Section Vehicle Signal Head,Each,164,293132.86,1787.4,1754.26,6,26
635E4040,4 Section Vehicle Signal Head,Each,20,44000,2200,2200,1,26
635E4050,5 Section Vehicle Signal Head,Each,2,3402.6,1701.3,1670.27,1,26
635E4080,3 Section Directional Vehicle Signal Head,Each,36,45470,1263.06,1264.94,3,26
635E4090,4 Section Directional Vehicle Signal Head,Each,20,50830.4,2541.52,2418.99,2,26
635E4100,5 Section Directional Vehicle Signal Head,Each,4,6468,1617,1746,1,26
635E5020,2' Diameter Footing,Ft,2171,528223.48,243.31,243.62,10,26
635E5025,2.5' Diameter Footing,Ft,323,43044.8,133.27,139.21,3,26
635E5030,3' Diameter Footing,Ft,688,301352.92,438.01,461.09,6,26
635E5100,Controller Cabinet Footing,Each,2,4000,2000,2537,1,26
635E5301,Type 1 Electrical Junction Box,Each,123,221932.44,1804.33,1778.91,11,26
635E5302,Type 2 Electrical Junction Box,Each,153,201634.89,1317.88,1275.45,4,26
635E5303,Type 3 Electrical Junction Box,Each,27,60932.44,2256.76,2561.74,6,26
635E5304,Type 4 Electrical Junction Box,Each,20,82000,4100,4100,1,26
635E5360,Surface Mounted Junction Box,Each,2,1399.2,699.6,686.84,1,26
635E5400,Electrical Service Cabinet,Each,36,106217,2950.47,3046.25,11,26
635E5430,Traffic Signal Controller,Each,15,633861.71,42257.45,46939.31,6,26
635E5470,Wireless Interconnect System,Each,4,14040,3510,3510,1,26
635E5510,Signal Flasher Unit,Each,2,14680,7340,7340,1,26
635E5515,Battery Backup System for Traffic Signal,Each,16,185847.65,11615.48,12495.89,6,26
635E5520,Video Detection System,Each,12,758134.8,63177.9,67147.7,4,26
635E5530,Preformed Detector Loop,Each,124,83963.6,677.13,674.19,3,26
635E5540,Sawed-In Detector Loop,Each,11,38000,3454.55,3643.67,2,26
635E5560,Emergency Vehicle Preemption Unit,Each,11,91421.6,8311.05,6447.56,3,26
635E5562,Siren Emergency Vehicle Preemption System,Each,3,78744.18,26248.06,25385.23,1,26
635E5570,Optical Detector,Each,42,95198.4,2266.63,2354.1,3,26
635E5590,Vehicle Radar Detector,Each,1,31101,31101,33050.5,1,26
635E5600,Surveillance Camera,Each,8,37848,4731,4582.33,1,26
635E5800,Miscellaneous Signal Parts,LS,1,29100,29100,29100,1,26
635E5880,Accessible Pedestrian Signal,Each,118,210443.44,1783.42,1763.81,6,26
635E5900,Pedestrian Push Button,Each,2,2270,1135,1075,1,26
635E5910,Pedestrian Push Button Pole,Each,108,146007.85,1351.92,1294.16,5,26
635E5922,Pedestrian Signal Head with Countdown Timer,Each,118,110687.52,938.03,918.43,6,26
635E5930,Pedestrian Crossing Sign,Each,118,10975.76,93.01,90.54,6,26
635E5960,Solar Powered Flashing Beacon,Each,5,40960,8192,7075.56,2,26
635E5980,Rectangular Rapid Flashing Beacon System,Each,4,55932.6,13983.15,12764.22,3,26
635E6100,Over-Height Vehicle Detection System,Each,2,157780,78890,78890,1,26
635E6200,"Miscellaneous, Electrical",LS,6,103356,17226,13339.58,6,26
635E6210,Install Dynamic Message Sign with Pole,Each,1,12000,12000,10148.67,1,26
635E7500,Remove and Reset Luminaire Pole,Each,40,46284.8,1157.12,1181.52,3,26
635E7600,Maintenance of Traffic Signal(s),Hour,50,5512,110.24,108.23,1,26
635E8015,"1.5"" Rigid Galvanized Steel Conduit",Ft,34,1356.6,39.9,35.11,1,26
635E8020,"2"" Rigid Galvanized Steel Conduit",Ft,220,10681,48.55,47.66,1,26
635E8110,"1"" Rigid Conduit, Schedule 40",Ft,1595,14109.6,8.85,8.26,5,26
635E8120,"2"" Rigid Conduit, Schedule 40",Ft,69002,591926.1,8.58,8.45,13,26
635E8130,"3"" Rigid Conduit, Schedule 40",Ft,215,3292.5,15.31,18.99,4,26
635E8140,"4"" Rigid Conduit, Schedule 40",Ft,665,13187.85,19.83,19.43,5,26
635E8150,"5"" Rigid Conduit, Schedule 40",Ft,60,1081.2,18.02,17.69,1,26
635E8210,"1"" Rigid Conduit, Schedule 80",Ft,60,426,7.1,7.47,1,26
635E8215,"1.5"" Rigid Conduit, Schedule 80",Ft,6167,86338,14,15.65,1,27
635E8220,"2"" Rigid Conduit, Schedule 80",Ft,18610,254601.45,13.68,14.67,12,27
635E8230,"3"" Rigid Conduit, Schedule 80",Ft,5930,116972.5,19.73,21.59,7,27
635E8240,"4"" Rigid Conduit, Schedule 80",Ft,795,12924.15,16.26,14.11,2,27
635E8320,"2"" Innerduct, Schedule 40",Ft,7095,56760,8,8,1,27
635E9010,1/C #0 AWG Copper Wire,Ft,580,3045,5.25,5.35,1,27
635E9011,1/C #1 AWG Copper Wire,Ft,16560,72475.6,4.38,4.1,2,27
635E9012,1/C #2 AWG Copper Wire,Ft,18475,58923.5,3.19,3.1,3,27
635E9013,1/C #3 AWG Copper Wire,Ft,39975,101009.15,2.53,2.51,3,27
635E9014,1/C #4 AWG Copper Wire,Ft,148455,285741,1.92,1.99,4,27
635E9016,1/C #6 AWG Copper Wire,Ft,35756,61856.49,1.73,1.72,9,27
635E9018,1/C #8 AWG Copper Wire,Ft,114749,155841.76,1.36,1.37,11,27
635E9020,1/C #10 AWG Copper Wire,Ft,32600,26424.05,0.81,0.85,5,27
635E9024,1/C #14 AWG Copper Wire,Ft,21861,9210.84,0.42,0.44,3,27
635E9302,"2/C #14 AWG IMSA Copper Cable, K1",Ft,701,841.2,1.2,1.31,1,27
635E9303,"3/C #14 AWG IMSA Copper Cable, K1",Ft,10662,14713.56,1.38,1.55,1,27
635E9502,"2/C #14 AWG Copper Tray Cable, K2",Ft,23695,39068.05,1.65,1.57,7,27
635E9503,"3/C #14 AWG Copper Tray Cable, K2",Ft,880,1901.2,2.16,2.07,3,27
635E9504,"4/C #14 AWG Copper Tray Cable, K2",Ft,7925,17082.95,2.16,2.06,6,27
635E9505,"5/C #14 AWG Copper Tray Cable, K2",Ft,9400,17087.25,1.82,1.73,3,27
635E9507,"7/C #14 AWG Copper Tray Cable, K2",Ft,3370,11699,3.47,3.52,2,27
635E9509,"9/C #14 AWG Copper Tray Cable, K2",Ft,560,1543,2.76,2.77,2,27
635E9512,"12/C #14 AWG Copper Tray Cable, K2",Ft,65,396.5,6.1,6.1,1,27
635E9519,"19/C #14 AWG Copper Tray Cable, K2",Ft,1495,8198.25,5.48,5.33,2,27
635E9524,"24/C #14 AWG Copper Tray Cable, K2",Ft,2740,26715,9.75,9.75,1,27
635E9525,"25/C #14 AWG Copper Tray Cable, K2",Ft,6370,54618,8.57,8.19,4,27
635E9600,#16 AWG Copper Twisted Shielded Pair,Ft,5935,7137.05,1.2,1.14,2,27
635E9708,2/C #8 AWG Copper Pole and Bracket Cable,Ft,520,1482,2.85,3.67,1,27
635E9710,2/C #10 AWG Copper Pole and Bracket Cable,Ft,21690,68697,3.17,3.13,12,27
635E9900,Coaxial Cable,Ft,2414,2124.32,0.88,0.82,1,27
635E9912,12 Strand Fiber Optic Cable,Ft,140,2100,15,12.32,1,27
635E9924,24 Strand Fiber Optic Cable,Ft,12095,62711.55,5.18,6.62,3,27
650E0060,Type B66 Concrete Curb and Gutter,Ft,17964,834435.5,46.45,49.99,8,27
650E0079,Modified Type B68 Concrete Curb and Gutter,Ft,7949,582102.24,73.23,79.15,2,27
650E0080,Type B68 Concrete Curb and Gutter,Ft,10920,486551.12,44.56,39.74,7,27
650E0085,Type B68.5 Concrete Curb and Gutter,Ft,1415,42450,30,30.05,1,27
650E0089,Modified Type B69 Concrete Curb and Gutter,Ft,6907,286640.5,41.5,46.03,1,27
650E0090,Type B69 Concrete Curb and Gutter,Ft,715,35279,49.34,55.6,2,27
650E0105,Type B610.5 Concrete Curb and Gutter,Ft,70,2471,35.3,34.25,1,27
650E0360,Type BL66 Concrete Curb and Gutter,Ft,158,8848,56,65,1,27
650E0385,Type BL68.5 Concrete Curb and Gutter,Ft,172,7224,42,50.44,1,27
650E0390,Type BL69 Concrete Curb and Gutter,Ft,151,6313.31,41.81,57.9,1,27
650E1060,Type F66 Concrete Curb and Gutter,Ft,247,13832,56,60.5,1,27
650E1080,Type F68 Concrete Curb and Gutter,Ft,303,12529.05,41.35,35.35,1,27
650E1085,Type F68.5 Concrete Curb and Gutter,Ft,43,3655,85,77,1,27
650E1105,Type F610.5 Concrete Curb and Gutter,Ft,5778,180562.5,31.25,31.55,1,27
650E1360,Type FL66 Concrete Curb and Gutter,Ft,597,33432,56,60.5,1,27
650E1405,Type FL610.5 Concrete Curb and Gutter,Ft,2621,88196.65,33.65,33.15,1,27
650E2000,Concrete Barrier Curb and Gutter,Ft,550,169235,307.7,387.22,1,27
650E2001,Concrete Barrier Curb and Gutter End Section,Ft,154,52360,340,389.91,1,27
650E2100,Special Concrete Curb and Gutter,Ft,80,5510,68.88,57.9,2,27
650E3060,Type B6 Concrete Curb,Ft,154,4570.5,29.68,38.18,2,27
650E4360,Type D46 Concrete Curb and Gutter,Ft,58,8700,150,200,1,27
650E4660,Type P6 Concrete Gutter,Ft,1517,69645,45.91,51.87,5,27
650E4679,Modified Type P8 Concrete Gutter,Ft,902,71115.98,78.84,78.3,2,27
650E4680,Type P8 Concrete Gutter,Ft,1120,67540.47,60.3,53.88,7,27
650E4685,Type P8.5 Concrete Gutter,Ft,114,3792,33.26,32.17,2,27
650E4689,Modified Type P9 Concrete Gutter,Ft,880,36520,41.5,46.72,1,27
650E4690,Type P9 Concrete Gutter,Ft,115,4772.5,41.5,47.75,1,27
650E4705,Type P10.5 Concrete Gutter,Ft,5,225,45,40.72,1,28
650E6080,"8"" Concrete Valley Gutter",Ft,612,50945.43,83.24,90.48,3,28
650E6090,"9"" Concrete Valley Gutter",Ft,35,2677.5,76.5,101.76,1,28
650E6280,"8"" Concrete Valley Gutter",SqYd,333.5,43771.88,131.25,131.25,1,28
651E0040,"4"" Concrete Sidewalk",SqFt,190218,2057968.49,10.82,11.17,14,28
651E0050,"5"" Concrete Sidewalk",SqFt,44398,309025.6,6.96,7.06,2,28
651E0060,"6"" Concrete Sidewalk",SqFt,144850,1314346.66,9.07,9.45,10,28
651E0140,"4"" Reinforced Concrete Sidewalk",SqFt,695,10966,15.78,23.51,4,28
651E0150,"5"" Reinforced Concrete Sidewalk",SqFt,116,2668,23,29.56,1,28
651E0160,"6"" Reinforced Concrete Sidewalk",SqFt,7043,127965.4,18.17,20.88,4,28
651E0180,"8"" Reinforced Concrete Sidewalk",SqFt,204,7193.04,35.26,28.63,1,28
651E0540,"4"" Colored Concrete Sidewalk",SqFt,53293,721471.5,13.54,14.1,4,28
651E0560,"6"" Colored Concrete Sidewalk",SqFt,29553,405717.45,13.73,13.7,2,28
651E0740,"4"" Reinforced Colored Concrete Sidewalk",SqFt,187,2569.5,13.74,13.93,2,28
651E5000,Sidewalk Drain,Ft,57.1,5751.75,100.73,164.01,2,28
651E7000,Type 1 Detectable Warnings,SqFt,6286,339495.96,54.01,61.42,12,28
651E7010,Type 2 Detectable Warnings,SqFt,96,4320,45,37.5,1,28
670E1010,2' x 3' Type B Drop Inlet,Each,43,228058.39,5303.68,4547.83,6,28
670E1200,Type B Frame and Grate,Each,278,301739.85,1085.4,940.91,7,28
670E2200,Type C Frame and Grate,Each,18,32340,1796.67,1926.78,5,28
670E3300,Type E Frame and Grate,Each,5,9381,1876.2,1701.6,3,28
670E4120,Type L Median Drain,Each,1,7600,7600,6001.47,1,28
670E4122,Type L Frame and Grate Assembly,Each,1,3000,3000,3414.51,1,28
670E4200,Type M Median Drain,Each,2,16000,8000,6991.67,2,28
670E4205,Type M Frame and Grate Assembly,Each,11,28423.38,2583.94,2755.75,4,28
670E5202,Special Frame and Grate,Each,10,10200,1020,956.29,1,28
670E5300,3' x 4' Drop Inlet Cover,Each,2,5000,2500,3100,1,28
670E5340,4' x 11' Precast Concrete Type S Drop Inlet Lid,Each,62,673333.36,10860.22,8110.36,5,28
670E5342,4' x 6' Precast Concrete Type S Drop Inlet Lid,Each,12,35200,2933.33,3131.94,2,28
670E5350,Special Precast Concrete Type S Drop Inlet Lid,Each,2,49011.56,24505.78,17852.89,1,28
670E5400,Precast Drop Inlet Collar,Each,357,129810,363.61,357.95,17,28
670E6000,Adjust Drop Inlet,Each,17,15600,917.65,598.29,4,28
670E7000,Reset Drop Inlet Frame and Grate Assembly,Each,15,13850,923.33,709.76,2,28
670E8002,Trench Drain Frame and Grate,Ft,221,39780,180,186.67,1,28
671E0550,Special Manhole,Each,1,21969.72,21969.72,21554.86,1,28
671E1048,"48"" Manhole",Each,5,113000,22600,19645.83,2,28
671E1130,"48"" Manhole 0' to 6' Deep",Each,3,17100,5700,5945,1,28
671E1131,"48"" Manhole 6' to 8' Deep",Each,5,30210,6042,6040.83,2,28
671E1132,"48"" Manhole 8' to 10' Deep",Each,3,11214,3738,5084.33,1,28
671E1133,"48"" Manhole 10' to 12' Deep",Each,1,4392,4392,6025.67,1,28
671E1134,"48"" Manhole 12' to 14' Deep",Each,1,5665,5665,7688.33,1,28
671E1348,"48"" Drop Manhole",Each,1,30000,30000,30000,1,28
671E4048,"48"" Manhole Riser Section",Ft,41.3,35105,850,850,1,28
671E4548,"48"" Manhole Cone Section",Ft,26.3,23240.71,883.68,1037.92,4,28
671E5048,"48"" Manhole Cover Slab",Each,2,7000,3500,3050,1,28
671E5502,"2"" Adjusting Ring for Manhole",Each,11,816,74.18,102.86,2,28
671E5504,"4"" Adjusting Ring for Manhole",Each,2,196,98,175.81,1,28
671E5506,"6"" Adjusting Ring for Manhole",Each,3,426,142,275.06,1,28
671E5510,"Extra Depth for 48"" Manhole",Ft,1.6,800,500,645,1,28
671E6000,Temporary Manhole Cover,Each,4,1000,250,543.31,1,28
671E6007,Type A7 Manhole Frame and Lid,Each,10,7309.66,730.97,1009.27,3,28
671E6008,Type A8 Manhole Frame and Lid,Each,8,75905.6,9488.2,5819.1,1,28
671E6009,Type A9 Manhole Frame and Lid,Each,39,48606,1246.31,1280.73,2,28
671E6040,Manhole Frame,Each,11,11000,1000,1000,1,28
671E6050,Manhole Lid,Each,11,11000,1000,1000,1,28
671E6100,"Manhole Frame & Lid, Install",Each,8,43218.8,5402.35,3821.18,1,28
671E7000,Reset Manhole Frame and Lid,Each,1,950,950,816.67,1,28
671E7010,Adjust Manhole,Each,42,44289.82,1054.52,972.14,7,28
671E7020,Connect Into Existing Manhole,Each,4,5200,1300,1324.86,2,29
671E8000,Reconstruct Manhole,Each,2,5475.04,2737.52,3481.18,1,29
680E0040,"4"" Underdrain Pipe",Ft,6081,148738.13,24.46,28.9,15,29
680E0060,"6"" Underdrain Pipe",Ft,1992,23904,12,11.6,1,29
680E0260,"6"" Corrugated Polyethylene Drainage Tubing",Ft,40,1427.6,35.69,56.86,1,29
680E0280,"8"" Corrugated Polyethylene Drainage Tubing",Ft,20,875.8,43.79,68.79,1,29
680E0440,"4"" Slotted Corrugated Polyethylene Drainage Tubing",Ft,457,7009.06,15.34,38.32,2,29
680E2000,Concrete Headwall for Underdrain,Each,12,17150,1429.17,1328.86,5,29
680E2500,Porous Backfill,Ton,1071,160656.27,150.01,136.29,18,29
700E0110,Class A Riprap,Ton,1103,98857.62,89.63,95.77,4,29
700E0210,Class B Riprap,Ton,31836.5,2907001.75,91.31,97.93,48,29
700E0310,Class C Riprap,Ton,9499.5,876890.64,92.31,97.26,6,29
700E0410,Class D Riprap,Ton,417,53376,128,136.5,1,29
700E2010,Place Riprap,Ton,8122.1,117726.89,14.49,18.12,4,29
720E1010,PVC Coated Bank and Channel Protection Gabion,CuYd,1031,548726.42,532.23,536.51,16,29
720E1015,Bank and Channel Protection Gabion,CuYd,494.5,318870.82,644.83,590.25,6,29
730E0100,Cover Crop Seeding,Bu,591.1,102733.36,173.8,149.19,18,29
730E0202,Type B Permanent Seed Mixture,Lb,1046,21023.9,20.1,18.97,3,29
730E0204,Type C Permanent Seed Mixture,Lb,45,3801.15,84.47,58.82,1,29
730E0206,Type D Permanent Seed Mixture,Lb,2646,62433.74,23.6,16.6,9,29
730E0208,Type E Permanent Seed Mixture,Lb,174,5189.52,29.82,30.53,2,29
730E0210,Type F Permanent Seed Mixture,Lb,8657,228173.13,26.36,23.91,12,29
730E0212,Type G Permanent Seed Mixture,Lb,14742,239485.04,16.25,16.11,14,29
730E0251,Special Permanent Seed Mixture 1,Lb,6050,244275.5,40.38,32.04,9,29
730E0252,Special Permanent Seed Mixture 2,Lb,714,25859,36.22,36.22,3,29
730E1200,Hydroseeding,SqYd,35299,65163.59,1.85,1.76,3,29
731E0100,Fertilizing,Lb,7173,16759.5,2.34,2.8,9,29
731E0200,Fertilizing,Ton,651.18,853519.82,1310.73,1249.86,27,29
732E0100,Mulching,Ton,2111.4,672241.3,318.39,324.96,31,29
732E0200,Fiber Mulching,Ton,93,279079.1,3000.85,3053.25,7,29
732E0250,Fiber Mulching,Lb,8448,20033.4,2.37,2.59,7,29
732E0600,Hydraulic Straw Mulch,Lb,822,3920.94,4.77,7.3,1,29
733E0100,Sodding,SqYd,352,8708.48,24.74,23.37,1,29
734E0010,Erosion Control,LS,45,429157.89,9536.84,8502.92,45,29
734E0044,Soil Stabilizer,Acre,156,248457.86,1592.68,1330.22,9,29
734E0101,Type 1 Erosion Control Blanket,SqYd,250,3750,15,15,1,29
734E0102,Type 2 Erosion Control Blanket,SqYd,51567,151865.83,2.95,2.45,21,29
734E0103,Type 3 Erosion Control Blanket,SqYd,174730,630236.92,3.61,3.37,26,29
734E0104,Type 4 Erosion Control Blanket,SqYd,4358,28315.32,6.5,6.56,2,29
734E0132,Type 2 Turf Reinforcement Mat,SqYd,4474.5,44283.4,9.9,8.76,8,29
734E0133,Type 3 Turf Reinforcement Mat,SqYd,752,4000.8,5.32,5.47,2,29
734E0135,Turf Reinforcement Mat,SqYd,151,1867.87,12.37,12.18,1,29
734E0150,"6"" Diameter Erosion Control Wattle",Ft,77,486.5,6.32,6.4,2,29
734E0151,"9"" Diameter Erosion Control Wattle",Ft,1491,10515.5,7.05,7.04,3,29
734E0154,"12"" Diameter Erosion Control Wattle",Ft,129450,1152833.65,8.91,8.15,58,29
734E0160,"20"" Diameter Erosion Control Wattle",Ft,265,1484,5.6,5.8,1,29
734E0165,Remove and Reset Erosion Control Wattle,Ft,30253,207328.47,6.85,6.18,40,29
734E0170,Temporary Sediment Barrier,Ft,15577,122889,7.89,7.3,6,29
734E0180,Sediment Filter Bag,Ft,14766,121978.2,8.26,5.48,11,29
734E0185,Remove and Reset Sediment Filter Bag,Ft,1684,5674.75,3.37,2.29,3,29
734E0325,Surface Roughening,Acre,153.8,76603.6,498.07,560.14,15,29
734E0400,Rock Check Dam,CuYd,110.3,32538.5,295,248.33,1,29
734E0450,Temporary Water Barrier,Ft,100,15000,150,168.33,1,29
734E0510,Shaping for Erosion Control Blanket,Ft,60789,68479.71,1.13,1.19,28,29
734E0602,Low Flow Silt Fence,Ft,171975,860003.15,5,4.66,40,29
734E0604,High Flow Silt Fence,Ft,71869,410179.67,5.71,4.93,36,29
734E0610,Mucking Silt Fence,CuYd,17392,190269.8,10.94,8.22,61,29
734E0620,Repair Silt Fence,Ft,63107,129338.86,2.05,1.92,61,29
734E0630,Floating Silt Curtain,Ft,10515,226145.66,21.51,25.22,9,30
734E0635,Remove and Reset Floating Silt Curtain,Ft,930,9765,10.5,18.33,1,30
734E0845,Sediment Control at Inlet with Frame and Grate,Each,430,104914.8,243.99,186.93,17,30
734E0847,Sediment Control at Type S Reinforced Concrete Drop Inlet,Ft,970,30036.26,30.97,18.41,6,30
734E0900,Temporary Diversion Channel for Fish Passage,Each,7,78960,11280,11769.52,5,30
734E1200,Natural Streambed Material,Ton,1673.8,284546,170,200,1,30
734E5005,Dewatering,LS,7,243300.86,34757.27,17369.44,7,30
734E5010,Sweeping,Hour,433,101115.36,233.52,222.68,11,30
735E0110,"1 Gallon Perennial Plant, Furnish and Plant",Each,810,36450,45,43,1,30
735E2220,"2"" Caliper Deciduous Tree, Furnish and Plant",Each,76,76000,1000,963.33,1,30
735E4000,Tree Trimming,Each,14,8400,600,586.67,1,30
735E5010,"1 Gallon Ornamental Grass, Furnish and Plant",Each,279,11160,40,37.92,1,30
831E0100,Type A Drainage Fabric,SqYd,9,103.5,11.5,10.83,1,30
831E0110,Type B Drainage Fabric,SqYd,79582,384510.72,4.83,5.43,64,30
831E0210,Non-woven Separator Fabric,SqYd,24812,82182.25,3.31,3.47,7,30
831E0300,Reinforcement Fabric (MSE),SqYd,73546,325867.11,4.43,4.47,18,30
831E0400,Impermeable Plastic Membrane,SqYd,140,3500,25,91.97,1,30
831E1010,Geogrid Reinforcement,SqYd,10675,41706.32,3.91,6.3,3,30
900E0010,Refurbish Single Mailbox,Each,312,113672.31,364.33,366.8,30,30
900E0012,Refurbish Double Mailbox,Each,34,18049,530.85,536.64,10,30
900E0015,Multiple Mailbox Support,Each,3,4830,1610,1680,1,30
900E0020,Remove and Reset Neighborhood Mailbox,Each,3,3600,1200,1675,1,30
900E0045,Drop Arm Road Closure Gate,Each,4,87081.6,21770.4,23297.39,2,30
900E0900,Curb Stop,Each,8,8921.36,1115.17,782.58,1,30
900E1080,Orange Plastic Safety Fence,Ft,2048,21700,10.6,7.93,4,30
900E1250,High Friction Surface Treatment,SqYd,19769,595128.92,30.1,33.33,4,30
900E1256,Abrasive Blasting of PCC Pavement,SqYd,17926,87593.98,4.89,3.18,3,30
900E1258,Abrasive Blasting of AC Pavement,SqYd,1843,7873,4.27,7.64,2,30
900E1310,Concrete Washout Facility,Each,10,17273.6,1727.36,1673.84,8,30
900E1320,Construction Entrance,Each,51,220349.07,4320.57,4190.57,22,30
900E1980,Storage Unit,Each,16,70135.24,4383.45,4441.33,16,30
900E2024,"Miscellaneous Work, Electrical",LS,1,208000,208000,186333.33,1,30
900E2030,Miscellaneous Work,Site,4,15200,3800,4911.11,3,30
900E5100,Bench,Each,14,70000,5000,4622.78,1,30
900E5110,Bike Rack,Each,14,21000,1500,1515.83,1,30
900E5135,Traffic Counter Surface Utility Box,Each,7,61800,8828.57,5177.75,2,30
900E5145,Bollard,Each,2,2000,1000,1000,1,30
900E5147,Articulated Concrete Mattress,SqYd,1501,242760,161.73,131.1,2,30
900E5149,Landscaping Rock,CuYd,31,7387.61,238.31,283.28,2,30
900E5150,Landscape Edging,Ft,1745,38390,22,55.55,1,30
900E5152,Weed Barrier Fabric,SqYd,649,6490,10,9.65,1,30
900E5157,"4"" Depth Shredded Bark Mulch",SqYd,649,35695,55,53.33,1,30
900E5160,Planter,Each,14,70000,5000,4636.67,1,30
900E5210,Trash Container,Each,13,58500,4500,4300,1,30
900E5410,Modify Sprinkler System,LS,1,1200,1200,9225,1,30
900E5430,Irrigation System,LS,1,110000,110000,105295.79,1,30
900E5840,Permanent Vehicle Classification System,Each,5,661110,132222,138328.93,4,30
900E6837,Remove Existing Plant and Landscape Materials,LS,1,3285,3285,3145,1,30
900E7080,Concrete Metalizing,SqFt,2048,139264,68,144,1,30
900E8900,Anchor Bolt Coring,Ft,88.5,5742,64.88,223.44,2,30
997E0100,Ballast,Ton,38.3,5575,145.56,143.01,2,30
998E0100,Railroad Protective Insurance,LS,18,119200,6622.22,10285,18,30
