contract_project_id,contract_id,project_number,project_name,work_type,county_region,route,location,project_award_amount
cdot_2023q4_brm322_041_project_1,cdot_2023q4_brm322_041,BRM322-041,US 34 EAST OF LAIRD,Roadway,Colorado / CDOT District 4,,BRM322-041 US 34 EAST OF LAIRD,7895616.07
cdot_2023q4_c_0063_061_project_1,cdot_2023q4_c_0063_061,C 0063-061,"US6B MM 31 - MM 32.6, MESA COU",Roadway,Colorado / CDOT District 3,,"C 0063-061 US6B MM 31 - MM 32.6, MESA COU",2940328.00
cdot_2023q4_c_1601_086_project_1,cdot_2023q4_c_1601_086,C 1601-086,MAPLE & CHESTNUT SIGNALS AT IN,Roadway,Colorado / CDOT District 5,,C 1601-086 MAPLE & CHESTNUT SIGNALS AT IN,1634083.00
cdot_2023q4_c0342_066_project_1,cdot_2023q4_c0342_066,C0342-066,US 034A (MP 113-150),Roadway,Colorado / CDOT District 4,,C0342-066 US 034A (MP 113-150),558097.50
cdot_2023q4_c0701_226_project_1,cdot_2023q4_c0701_226,C0701-226,"OFF OF I-70, EXIT 105, AT THE",Roadway,Colorado / CDOT District 3,,"C0701-226 OFF OF I-70, EXIT 105, AT THE",6735433.99
cdot_2023q4_c0703_496_project_1,cdot_2023q4_c0703_496,C0703-496,I-70 FROM I-76 TO PECOS IN DEN,Roadway,Colorado / CDOT District 6,,C0703-496 I-70 FROM I-76 TO PECOS IN DEN,18405711.55
cdot_2023q4_c0703_498_project_1,cdot_2023q4_c0703_498,C0703-498,EISENHOWER JOHNSON MEMORIAL TU,Roadway,Colorado / CDOT District 1,,C0703-498 EISENHOWER JOHNSON MEMORIAL TU,6596527.00
cdot_2023q4_c0703_529_project_1,cdot_2023q4_c0703_529,C0703-529,EISENHOWER-JOHNSON MEMORIAL TU,Roadway,Colorado / CDOT District 1,,C0703-529 EISENHOWER-JOHNSON MEMORIAL TU,23979880.00
cdot_2023q4_c0881_036_project_1,cdot_2023q4_c0881_036,C0881-036,R1 CURB RAMPS-SH88B & US285D,Roadway,Colorado / CDOT District 6,,C0881-036 R1 CURB RAMPS-SH88B & US285D,2475000.00
cdot_2023q4_c133a_052_project_1,cdot_2023q4_c133a_052,C133A-052,SH 133 ROCKFALL N OF MCCLURE P,Roadway,Colorado / CDOT District 3,,C133A-052 SH 133 ROCKFALL N OF MCCLURE P,3896461.00
cdot_2023q4_c133a_055_project_1,cdot_2023q4_c133a_055,C133A-055,SH133 SLOPE STABILIZATION MP21,Roadway,Colorado / CDOT District 3,,C133A-055 SH133 SLOPE STABILIZATION MP21,3369252.14
cdot_2023q4_c133a_057_project_1,cdot_2023q4_c133a_057,C133A-057,SH 133 MP 16.2,Roadway,Colorado / CDOT District 3,,C133A-057 SH 133 MP 16.2,1982586.35
cdot_2023q4_c145a_082_project_1,cdot_2023q4_c145a_082,C145A-082,OPHIR,Roadway,Colorado / CDOT District 5,,C145A-082 OPHIR,2276811.91
cdot_2023q4_c1601_084_project_1,cdot_2023q4_c1601_084,C1601-084,US 160 SECTION3 PRIORITY CULVE,Roadway,Colorado / CDOT District 5,,C1601-084 US 160 SECTION3 PRIORITY CULVE,2095832.00
cdot_2023q4_c5502_110_project_1,cdot_2023q4_c5502_110,C5502-110,US550 MP 109.5 TO MP 116.5 IN,Roadway,Colorado / CDOT District 5,,C5502-110 US550 MP 109.5 TO MP 116.5 IN,7017550.00
cdot_2023q4_cr100_378_project_1,cdot_2023q4_cr100_378,CR100-378,US 285: US 85 TO SH 177,Roadway,Colorado / CDOT District 1,,CR100-378 US 285: US 85 TO SH 177,1202622.29
cdot_2023q4_cr400_393_project_1,cdot_2023q4_cr400_393,CR400-393,LONGMONT,Roadway,Colorado / CDOT District 4,,CR400-393 LONGMONT,1190000.00
cdot_2023q4_er0703_524_project_1,cdot_2023q4_er0703_524,ER0703-524,"STRUCTURE F-13-P, EB I-70 EXIT",Roadway,Colorado / CDOT District 1,,"ER0703-524 STRUCTURE F-13-P, EB I-70 EXIT",837006.00
cdot_2023q4_er4701_140_project_1,cdot_2023q4_er4701_140,ER4701-140,SH 470 AND PLATTE CANYON ROAD,Roadway,Colorado / CDOT District 1,,ER4701-140 SH 470 AND PLATTE CANYON ROAD,145553.23
cdot_2023q4_er4701_142_project_1,cdot_2023q4_er4701_142,ER4701-142,SH 470 OVER I-70 WB EMERGENCY,Roadway,Colorado / CDOT District 1,,ER4701-142 SH 470 OVER I-70 WB EMERGENCY,937989.00
cdot_2023q4_fbr061a_003_project_1,cdot_2023q4_fbr061a_003,FBR061A-003,CO 61 NORTH OF OTIS (MP 3.208-,Roadway,Colorado / CDOT District 4,,FBR061A-003 CO 61 NORTH OF OTIS (MP 3.208-,4185920.67
cdot_2023q4_fbr151a_012_project_1,cdot_2023q4_fbr151a_012,FBR151A-012,SH 151 MP 28.15 SOUTH OF CHIMN,Roadway,Colorado / CDOT District 5,,FBR151A-012 SH 151 MP 28.15 SOUTH OF CHIMN,3147379.00
cdot_2023q4_fsa025a_051_project_1,cdot_2023q4_fsa025a_051,FSA025A-051,MONUMENT,Roadway,Colorado / CDOT District 2,,FSA025A-051 MONUMENT,3897678.07
cdot_2023q4_fsa050a_032_project_1,cdot_2023q4_fsa050a_032,FSA050A-032,US50/SH115 INTERSECTION SW OFF,Roadway,Colorado / CDOT District 2,,FSA050A-032 US50/SH115 INTERSECTION SW OFF,2927948.35
cdot_2023q4_fsa0703_476_project_1,cdot_2023q4_fsa0703_476,FSA0703-476,EB I-70; MP 257. MT. VERNON EM,Roadway,Colorado / CDOT District 1,,FSA0703-476 EB I-70; MP 257. MT. VERNON EM,14948063.04
cdot_2023q4_fsa0761_240_project_1,cdot_2023q4_fsa0761_240,FSA0761-240,I-76 CABLE RAIL MP 72-91,Roadway,Colorado / CDOT District 4,,FSA0761-240 I-76 CABLE RAIL MP 72-91,7525598.82
cdot_2023q4_fsa0852_125_project_1,cdot_2023q4_fsa0852_125,FSA0852-125,AT THE INTERSECTION OF US-85 A,Roadway,Colorado / CDOT District 1,,FSA0852-125 AT THE INTERSECTION OF US-85 A,1141961.90
cdot_2023q4_fsa0853_123_project_1,cdot_2023q4_fsa0853_123,FSA0853-123,US 85 AND WCR 66 LEFT TURN ACC,Roadway,Colorado / CDOT District 4,,FSA0853-123 US 85 AND WCR 66 LEFT TURN ACC,1223303.25
cdot_2023q4_fsa392a_021_project_1,cdot_2023q4_fsa392a_021,FSA392A-021,CO 392B MP 109.26 TO 121.59,Roadway,Colorado / CDOT District 4,,FSA392A-021 CO 392B MP 109.26 TO 121.59,517741.00
cdot_2023q4_fsac020_051_project_1,cdot_2023q4_fsac020_051,FSAC020-051,US50&CO231 PUEBLO COUNTY,Roadway,Colorado / CDOT District 2,,FSAC020-051 US50&CO231 PUEBLO COUNTY,1291761.85
cdot_2023q4_im0251_357_project_1,cdot_2023q4_im0251_357,IM0251-357,"COLORADO CITY, PUEBLO COUNTY",Roadway,Colorado / CDOT District 2,,"IM0251-357 COLORADO CITY, PUEBLO COUNTY",21867076.31
cdot_2023q4_im0251_362_project_1,cdot_2023q4_im0251_362,IM0251-362,I-25A PUEBLO MP 92-102.6,Roadway,Colorado / CDOT District 2,,IM0251-362 I-25A PUEBLO MP 92-102.6,15810821.36
cdot_2023q4_im0252_497_project_1,cdot_2023q4_im0252_497,IM0252-497,I-25 MP119.3 TO MP124.2,Roadway,Colorado / CDOT District 2,,IM0252-497 I-25 MP119.3 TO MP124.2,9459567.99
cdot_2023q4_its070a_041_project_1,cdot_2023q4_its070a_041,ITS070A-041,I-70 (GRAND JUNCTION TO GLENWO,Roadway,Colorado / CDOT District 0,,ITS070A-041 I-70 (GRAND JUNCTION TO GLENWO,2515075.00
cdot_2023q4_mtce_0704_259_project_1,cdot_2023q4_mtce_0704_259,MTCE 0704-259,I70 ARAPAHOE COUNTY MP 305-325,Roadway,Colorado / CDOT District 6,,MTCE 0704-259 I70 ARAPAHOE COUNTY MP 305-325,1388960.34
cdot_2023q4_mtce0702_432_project_1,cdot_2023q4_mtce0702_432,MTCE0702-432,I70 SUMMIT COUNTY VAIL PASS RE,Roadway,Colorado / CDOT District 6,,MTCE0702-432 I70 SUMMIT COUNTY VAIL PASS RE,2887896.79
cdot_2023q4_mtce072a_050_project_1,cdot_2023q4_mtce072a_050,MTCE072A-050,SH72B BOULDER COUNTY NORTH OF,Roadway,Colorado / CDOT District 6,,MTCE072A-050 SH72B BOULDER COUNTY NORTH OF,1348751.90
cdot_2023q4_mtce1191_042_project_1,cdot_2023q4_mtce1191_042,MTCE1191-042,SH119 AT SH52 (MINERAL ROAD),Roadway,Colorado / CDOT District 4,,MTCE1191-042 SH119 AT SH52 (MINERAL ROAD),145265.11
cdot_2023q4_mtcer200_285_project_1,cdot_2023q4_mtcer200_285,MTCER200-285,PUEBLO PROGRAM AREA,Roadway,Colorado / CDOT District 2,,MTCER200-285 PUEBLO PROGRAM AREA,1222402.00
cdot_2023q4_mtcer200_286_project_1,cdot_2023q4_mtcer200_286,MTCER200-286,R2 VARIOUS HIGHWAYS AND COUNTI,Roadway,Colorado / CDOT District 2,,MTCER200-286 R2 VARIOUS HIGHWAYS AND COUNTI,4074430.23
cdot_2023q4_mtcer300_274_project_1,cdot_2023q4_mtcer300_274,MTCER300-274,REGION 3 STENCILS ON HWY 82 AN,Roadway,Colorado / CDOT District 3,,MTCER300-274 REGION 3 STENCILS ON HWY 82 AN,438107.00
cdot_2023q4_mtcer300_276_project_1,cdot_2023q4_mtcer300_276,MTCER300-276,"I-70 MM 116-207, US 6F MM 208.",Roadway,Colorado / CDOT District 3,,"MTCER300-276 I-70 MM 116-207, US 6F MM 208.",2546291.82
cdot_2023q4_mtcer400_403_project_1,cdot_2023q4_mtcer400_403,MTCER400-403,REGION 4,Roadway,Colorado / CDOT District 4,,MTCER400-403 REGION 4,3295983.80
cdot_2023q4_mtcer400_405_project_1,cdot_2023q4_mtcer400_405,MTCER400-405,VARIOUS ACROSS R4 SE,Roadway,Colorado / CDOT District 4,,MTCER400-405 VARIOUS ACROSS R4 SE,1066564.50
cdot_2023q4_mtcer500_221_project_1,cdot_2023q4_mtcer500_221,MTCER500-221,REGION 5,Roadway,Colorado / CDOT District 5,,MTCER500-221 REGION 5,2089265.00
cdot_2023q4_nh0361_121_project_1,cdot_2023q4_nh0361_121,NH0361-121,US 34/36 RESURFACING ESTES PA,Roadway,Colorado / CDOT District 4,,NH0361-121 US 34/36 RESURFACING ESTES PA,6056197.46
cdot_2023q4_nh0501_074_project_1,cdot_2023q4_nh0501_074,NH0501-074,US50A RESURFACING COALDALE TO,Roadway,Colorado / CDOT District 2,,NH0501-074 US50A RESURFACING COALDALE TO,15506616.60
cdot_2023q4_nh050a_030_project_1,cdot_2023q4_nh050a_030,NH050A-030,US 50B DRAINAGE IMPROVEMENTS I,Roadway,Colorado / CDOT District 2,,NH050A-030 US 50B DRAINAGE IMPROVEMENTS I,1747562.65
cdot_2023q4_nhm240_213_project_1,cdot_2023q4_nhm240_213,NHM240-213,US24 MP 300-303.84 EL PASO COU,Roadway,Colorado / CDOT District 2,,NHM240-213 US24 MP 300-303.84 EL PASO COU,1105958.30
cdot_2023q4_nhpp_0705_089_project_1,cdot_2023q4_nhpp_0705_089,NHPP 0705-089,I-70 PKG: Bethune E and W & Bu,Roadway,Colorado / CDOT District 4,,NHPP 0705-089 I-70 PKG: Bethune E and W & Bu,36536568.67
cdot_2023q4_nhpp_r100_376_project_1,cdot_2023q4_nhpp_r100_376,NHPP R100-376,VARIOUS LOCATIONS IN REGION 1,Roadway,Colorado / CDOT District 1,,NHPP R100-376 VARIOUS LOCATIONS IN REGION 1,2924208.00
cdot_2023q4_nhpp0253_290_project_1,cdot_2023q4_nhpp0253_290,NHPP0253-290,I25 @ 58TH AND 62ND,Roadway,Colorado / CDOT District 6,,NHPP0253-290 I25 @ 58TH AND 62ND,4128231.00
cdot_2023q4_nhpp0253_296_project_1,cdot_2023q4_nhpp0253_296,NHPP0253-296,I-25 @ LCR 16 (MP 253.8-254.5),Roadway,Colorado / CDOT District 4,,NHPP0253-296 I-25 @ LCR 16 (MP 253.8-254.5),3507949.39
cdot_2023q4_nhpp0402_105_project_1,cdot_2023q4_nhpp0402_105,NHPP0402-105,"US 40 MP 130.5 TO MP 133.5, RO",Roadway,Colorado / CDOT District 3,,"NHPP0402-105 US 40 MP 130.5 TO MP 133.5, RO",2200000.00
cdot_2023q4_nhpp0403_068_project_1,cdot_2023q4_nhpp0403_068,NHPP0403-068,US 40 BERTHOUD PASS WEST RESUR,Roadway,Colorado / CDOT District 3,,NHPP0403-068 US 40 BERTHOUD PASS WEST RESUR,7389041.25
cdot_2023q4_nhpp0405_041_project_1,cdot_2023q4_nhpp0405_041,NHPP0405-041,US 40/287 & CR 109 Hugo Inters,Roadway,Colorado / CDOT District 4,,NHPP0405-041 US 40/287 & CR 109 Hugo Inters,916269.00
cdot_2023q4_nhpp0501_078_project_1,cdot_2023q4_nhpp0501_078,NHPP0501-078,MESA COUNTY,Roadway,Colorado / CDOT District 3,,NHPP0501-078 MESA COUNTY,14264485.27
cdot_2023q4_nhpp0701_250_project_1,cdot_2023q4_nhpp0701_250,NHPP0701-250,"I-70B: DDI TO 24 RD, MAIN ST T",Roadway,Colorado / CDOT District 3,,"NHPP0701-250 I-70B: DDI TO 24 RD, MAIN ST T",9490148.53
cdot_2023q4_nhpp0701_256_project_1,cdot_2023q4_nhpp0701_256,NHPP0701-256,I-70B/31.5 RD MESA COUNTY,Roadway,Colorado / CDOT District 3,,NHPP0701-256 I-70B/31.5 RD MESA COUNTY,545861.50
cdot_2023q4_nhpp0702_412_project_1,cdot_2023q4_nhpp0702_412,NHPP0702-412,I-70 MM 169.5-171.5,Roadway,Colorado / CDOT District 3,,NHPP0702-412 I-70 MM 169.5-171.5,4029066.80
cdot_2023q4_nhpp0703_490_project_1,cdot_2023q4_nhpp0703_490,NHPP0703-490,I-70 SILVERTHORNE TO EJMT PHAS,Roadway,Colorado / CDOT District 3,,NHPP0703-490 I-70 SILVERTHORNE TO EJMT PHAS,7922323.51
cdot_2023q4_nhpp0703_505_project_1,cdot_2023q4_nhpp0703_505,NHPP0703-505,EB I-70 FROM MP 223 TO MP 228.,Roadway,Colorado / CDOT District 1,,NHPP0703-505 EB I-70 FROM MP 223 TO MP 228.,17339986.92
cdot_2023q4_nhpp0703_514_project_1,cdot_2023q4_nhpp0703_514,NHPP0703-514,I-70 TOP OF FLOYD HILL TO JOHN,Roadway,Colorado / CDOT District 1,,NHPP0703-514 I-70 TOP OF FLOYD HILL TO JOHN,61199702.96
cdot_2023q4_nhpp0821_116_project_1,cdot_2023q4_nhpp0821_116,NHPP0821-116,SH 82 MP 26 - MP 33 IN PITKIN,Roadway,Colorado / CDOT District 3,,NHPP0821-116 SH 82 MP 26 - MP 33 IN PITKIN,7750316.10
cdot_2023q4_nhpp1211_101_project_1,cdot_2023q4_nhpp1211_101,NHPP1211-101,US 6 AT WADSWORTH BLVD (SH 121,Roadway,Colorado / CDOT District 1,,NHPP1211-101 US 6 AT WADSWORTH BLVD (SH 121,11696658.61
cdot_2023q4_nhpp1601_075_project_1,cdot_2023q4_nhpp1601_075,NHPP1601-075,US 160 MP 0.2 to MP 7.5,Roadway,Colorado / CDOT District 5,,NHPP1601-075 US 160 MP 0.2 to MP 7.5,1700753.00
cdot_2023q4_nhpp1601_087_project_1,cdot_2023q4_nhpp1601_087,NHPP1601-087,US 160 Mancos (MP 56.05) to Ye,Roadway,Colorado / CDOT District 5,,NHPP1601-087 US 160 Mancos (MP 56.05) to Ye,4806630.45
cdot_2023q4_nhppr100_381_project_1,cdot_2023q4_nhppr100_381,NHPPR100-381,VARIOUS,Roadway,Colorado / CDOT District 6,,NHPPR100-381 VARIOUS,827919.93
cdot_2023q4_nhppr100_383_project_1,cdot_2023q4_nhppr100_383,NHPPR100-383,I70 OVER WASHINGTON ST,Roadway,Colorado / CDOT District 1,,NHPPR100-383 I70 OVER WASHINGTON ST,1850028.00
cdot_2023q4_nhppr100_395_project_1,cdot_2023q4_nhppr100_395,NHPPR100-395,I-270 MISCELLANEOUS BRIDGES,Roadway,Colorado / CDOT District 6,,NHPPR100-395 I-270 MISCELLANEOUS BRIDGES,4923812.70
cdot_2023q4_sftyr200_277_project_1,cdot_2023q4_sftyr200_277,SFTYR200-277,"REGION 2 WIDE, VARIOUS HWY & C",Roadway,Colorado / CDOT District 2,,"SFTYR200-277 REGION 2 WIDE, VARIOUS HWY & C",1636786.00
cdot_2023q4_she030a_041_project_1,cdot_2023q4_she030a_041,SHE030A-041,SH30 @ HAMPDEN TURN LANE,Roadway,Colorado / CDOT District 1,,SHE030A-041 SH30 @ HAMPDEN TURN LANE,1186600.16
cdot_2023q4_she067a_044_project_1,cdot_2023q4_she067a_044,SHE067A-044,SH 67F M.P. 56.5-57.6 AND SH 6,Roadway,Colorado / CDOT District 2,,SHE067A-044 SH 67F M.P. 56.5-57.6 AND SH 6,2021561.69
cdot_2023q4_she0702_405_project_1,cdot_2023q4_she0702_405,SHE0702-405,I-70 DOWD CANYON VSL MP 169-17,Roadway,Colorado / CDOT District 3,,SHE0702-405 I-70 DOWD CANYON VSL MP 169-17,4956044.15
cdot_2023q4_she0831_128_project_1,cdot_2023q4_she0831_128,SHE0831-128,SH 83 DOUGLAS COUNTY AND US 28,Roadway,Colorado / CDOT District 1,,SHE0831-128 SH 83 DOUGLAS COUNTY AND US 28,414867.88
cdot_2023q4_she0881_035_project_1,cdot_2023q4_she0881_035,SHE0881-035,"SH 88, BELLEVIEW AVE FROM MP 7",Roadway,Colorado / CDOT District 1,,"SHE0881-035 SH 88, BELLEVIEW AVE FROM MP 7",1898279.00
cdot_2023q4_sher100_392_project_1,cdot_2023q4_sher100_392,SHER100-392,VARIOUS LOCATIONS IN REGION 1,Roadway,Colorado / CDOT District 1,,SHER100-392 VARIOUS LOCATIONS IN REGION 1,2299436.00
cdot_2023q4_sta0253_293_project_1,cdot_2023q4_sta0253_293,STA0253-293,I-25 MM 269-282,Roadway,Colorado / CDOT District 4,,STA0253-293 I-25 MM 269-282,11942392.41
cdot_2023q4_sta052a_055_project_1,cdot_2023q4_sta052a_055,STA052A-055,SH 52 MP (29.2-36.9),Roadway,Colorado / CDOT District 4,,STA052A-055 SH 52 MP (29.2-36.9),5486435.90
cdot_2023q4_sta066a_008_project_1,cdot_2023q4_sta066a_008,STA066A-008,SH 66 @ WCR 7,Roadway,Colorado / CDOT District 4,,STA066A-008 SH 66 @ WCR 7,2330855.24
cdot_2023q4_sta1381_011_project_1,cdot_2023q4_sta1381_011,STA1381-011,SH 138 STERLING NORTH PART 2,Roadway,Colorado / CDOT District 4,,STA1381-011 SH 138 STERLING NORTH PART 2,12796063.70
cdot_2023q4_sta172a_022_project_1,cdot_2023q4_sta172a_022,STA172A-022,SH 172 IGNACIO TO ELMORE'S COR,Roadway,Colorado / CDOT District 5,,STA172A-022 SH 172 IGNACIO TO ELMORE'S COR,14126484.41
cdot_2023q4_sta257a_008_project_1,cdot_2023q4_sta257a_008,STA257A-008,SH 257 WINDSOR RESURFACING,Roadway,Colorado / CDOT District 4,,STA257A-008 SH 257 WINDSOR RESURFACING,6035626.55
cdot_2023q4_sta2854_155_project_1,cdot_2023q4_sta2854_155,STA2854-155,US285 – BAILEY – PARK COUNTY,Roadway,Colorado / CDOT District 2,,STA2854-155 US285 – BAILEY – PARK COUNTY,2131163.07
cdot_2023q4_star400_399_project_1,cdot_2023q4_star400_399,STAR400-399,"US 34, 40, & BOULDER CTY",Roadway,Colorado / CDOT District 4,,"STAR400-399 US 34, 40, & BOULDER CTY",2989418.49
cdot_2023q4_star500_216_project_1,cdot_2023q4_star500_216,STAR500-216,"US 160 (MP 173.7,176.6,276.7),",Roadway,Colorado / CDOT District 5,,"STAR500-216 US 160 (MP 173.7,176.6,276.7),",4523363.45
cdot_2023q4_stm_c440_013_project_1,cdot_2023q4_stm_c440_013,STM C440-013,R3 EAGLE RESIDENCY ADA RAMP IM,Roadway,Colorado / CDOT District 3,,STM C440-013 R3 EAGLE RESIDENCY ADA RAMP IM,715000.00
cdot_2023q4_stm0252_484_project_1,cdot_2023q4_stm0252_484,STM0252-484,I-25 THRU COLORADO SPRINGS MP,Roadway,Colorado / CDOT District 2,,STM0252-484 I-25 THRU COLORADO SPRINGS MP,49068138.24
cdot_2023q4_stm0471_103_project_1,cdot_2023q4_stm0471_103,STM0471-103,"PUEBLO, CO",Roadway,Colorado / CDOT District 2,,"STM0471-103 PUEBLO, CO",1848693.00
cdot_2023q4_stm061a_002_project_1,cdot_2023q4_stm061a_002,STM061A-002,CO 61A (MP 32.2-40.973),Roadway,Colorado / CDOT District 4,,STM061A-002 CO 61A (MP 32.2-40.973),6657728.10
cdot_2023q4_stmm240_178_project_1,cdot_2023q4_stmm240_178,STMM240-178,COLORADO SPRINGS METRO ADA,Roadway,Colorado / CDOT District 2,,STMM240-178 COLORADO SPRINGS METRO ADA,2240000.00
cdot_2023q4_stmr200_275_project_1,cdot_2023q4_stmr200_275,STMR200-275,PUEBLO COUNTY,Roadway,Colorado / CDOT District 2,,STMR200-275 PUEBLO COUNTY,244433.00
cdot_2023q4_str0131_069_project_1,cdot_2023q4_str0131_069,STR0131-069,SH13 MP 64.17-79.10 IN MOFFAT,Roadway,Colorado / CDOT District 3,,STR0131-069 SH13 MP 64.17-79.10 IN MOFFAT,13570489.25
cdot_2023q4_str065a_024_project_1,cdot_2023q4_str065a_024,STR065A-024,SH 65 MP 48.0 TO 61.376 AND SH,Roadway,Colorado / CDOT District 3,,STR065A-024 SH 65 MP 48.0 TO 61.376 AND SH,2497837.00
cdot_2023q4_str069a_035_project_1,cdot_2023q4_str069a_035,STR069A-035,SH 69 SAFETY IMPROVEMENTS,Roadway,Colorado / CDOT District 2,,STR069A-035 SH 69 SAFETY IMPROVEMENTS,4977656.25
cdot_2023q4_str194a_002_project_1,cdot_2023q4_str194a_002,STR194A-002,SH194A SUR. TREAT.& DRAI IMP M,Roadway,Colorado / CDOT District 2,,STR194A-002 SH194A SUR. TREAT.& DRAI IMP M,5695695.99
cdot_2023q4_str2871_040_project_1,cdot_2023q4_str2871_040,STR2871-040,US 287 MP 0.0 TO MP 122 VARIOU,Roadway,Colorado / CDOT District 2,,STR2871-040 US 287 MP 0.0 TO MP 122 VARIOU,1853073.44
cdot_2023q4_strr200_287_project_1,cdot_2023q4_strr200_287,STRR200-287,I-25A SOUTH OF PUEBLO & SH 12,Roadway,Colorado / CDOT District 2,,STRR200-287 I-25A SOUTH OF PUEBLO & SH 12,1814282.00
cdot_2023q4_strr300_265_project_1,cdot_2023q4_strr300_265,STRR300-265,MOUNTAIN RE FY23 CRACK SEALS,Roadway,Colorado / CDOT District 3,,STRR300-265 MOUNTAIN RE FY23 CRACK SEALS,1194545.00
cdot_2023q4_stu119a_071_project_1,cdot_2023q4_stu119a_071,STU119A-071,SH:119 MP 22.750 - 25.754,Roadway,Colorado / CDOT District 4,,STU119A-071 SH:119 MP 22.750 - 25.754,6877563.45
cdot_2022q4_2670403_065_project_1,cdot_2022q4_2670403_065,2670403-065,US40_FLOYD HILL ROUNDABOUTS,Roadway,Colorado / CDOT District 1,,2670403-065 US40_FLOYD HILL ROUNDABOUTS,9157473.00
cdot_2022q4_2670703_479_project_1,cdot_2022q4_2670703_479,2670703-479,I-70 BRIDGE OVER HARLAN,Roadway,Colorado / CDOT District 1,,2670703-479 I-70 BRIDGE OVER HARLAN,17879000.00
cdot_2022q4_2670703_487_project_1,cdot_2022q4_2670703_487,2670703-487,I-70 BRIDGES OVER WARD ROAD- B,Roadway,Colorado / CDOT District 1,,2670703-487 I-70 BRIDGES OVER WARD ROAD- B,16387878.20
cdot_2022q4_2670703_497_project_1,cdot_2022q4_2670703_497,2670703-497,I-70_GENESEE WILDLIFE XING,Roadway,Colorado / CDOT District 1,,2670703-497 I-70_GENESEE WILDLIFE XING,9900432.72
cdot_2022q4_br012a_048_project_1,cdot_2022q4_br012a_048,BR012A-048,CO 12 STRUCTURE P-17-F AT MP 4,Roadway,Colorado / CDOT District 2,,BR012A-048 CO 12 STRUCTURE P-17-F AT MP 4,4696233.75
cdot_2022q4_br0343_046_project_1,cdot_2022q4_br0343_046,BR0343-046,US 34 TIMBER BRIDGE REPL. PKG.,Roadway,Colorado / CDOT District 4,,BR0343-046 US 34 TIMBER BRIDGE REPL. PKG.,4432957.09
cdot_2022q4_br2854_148_project_1,cdot_2022q4_br2854_148,BR2854-148,INTERSECTION OF US 285 & SH 9,Roadway,Colorado / CDOT District 2,,BR2854-148 INTERSECTION OF US 285 & SH 9,24091000.00
cdot_2022q4_brc040_057_project_1,cdot_2022q4_brc040_057,BRC040-057,,Roadway,Colorado / CDOT District 2,,BRC040-057,4120979.48
cdot_2022q4_c0703_499_project_1,cdot_2022q4_c0703_499,C0703-499,EJMT GROUT BED REPAIR AND PANE,Roadway,Colorado / CDOT District 1,,C0703-499 EJMT GROUT BED REPAIR AND PANE,1341361.00
cdot_2022q4_c0761_239_project_1,cdot_2022q4_c0761_239,C0761-239,,Roadway,Colorado / CDOT District 1,,C0761-239,25426004.45
cdot_2022q4_c0762_055_project_1,cdot_2022q4_c0762_055,C0762-055,,Roadway,Colorado / CDOT District 4,,C0762-055,13997628.23
cdot_2022q4_c0831_126_project_1,cdot_2022q4_c0831_126,C0831-126,SH83 EL PASO COUNTY TO BAYOU G,Roadway,Colorado / CDOT District 1,,C0831-126 SH83 EL PASO COUNTY TO BAYOU G,512963.00
cdot_2022q4_c0852_120_project_1,cdot_2022q4_c0852_120,C0852-120,Rehabilitation of Culvert by s,Roadway,Colorado / CDOT District 1,,C0852-120 Rehabilitation of Culvert by s,749206.00
cdot_2022q4_c1211_099_project_1,cdot_2022q4_c1211_099,C1211-099,SH 121 NORTH SGA SIGNALS,Roadway,Colorado / CDOT District 1,,C1211-099 SH 121 NORTH SGA SIGNALS,3855000.00
cdot_2022q4_c170a_002_project_1,cdot_2022q4_c170a_002,C170A-002,CRITICAL CULVERT CONST. PKG D,Roadway,Colorado / CDOT District 4,,C170A-002 CRITICAL CULVERT CONST. PKG D,679000.00
cdot_2022q4_c5502_097_project_1,cdot_2022q4_c5502_097,C5502-097,US550 MP 117.28-126.06,Roadway,Colorado / CDOT District 3,,C5502-097 US550 MP 117.28-126.06,18991815.84
cdot_2022q4_c5502_111_project_1,cdot_2022q4_c5502_111,C5502-111,US 550 MP 81 AND 89 RED MOUNTA,Roadway,Colorado / CDOT District 5,,C5502-111 US 550 MP 81 AND 89 RED MOUNTA,744942.00
cdot_2022q4_cc030_081_project_1,cdot_2022q4_cc030_081,CC030-081,ADA RAMP AND CURBS - FT. LUPTO,Roadway,Colorado / CDOT District 4,,CC030-081 ADA RAMP AND CURBS - FT. LUPTO,2035000.00
cdot_2022q4_cm760_047_project_1,cdot_2022q4_cm760_047,CM760-047,COLFAX AND QUAIL,Roadway,Colorado / CDOT District 1,,CM760-047 COLFAX AND QUAIL,706289.00
cdot_2022q4_cr100_362_project_1,cdot_2022q4_cr100_362,CR100-362,,Roadway,Colorado / CDOT District 1,,CR100-362,4644427.21
cdot_2022q4_er007a_035_project_1,cdot_2022q4_er007a_035,ER007A-035,,Roadway,Colorado / CDOT District 4,,ER007A-035,5520588.70
cdot_2022q4_er0253_297_project_1,cdot_2022q4_er0253_297,ER0253-297,WCR 34 BRIDGE OVER I-25(MM 245,Roadway,Colorado / CDOT District 4,,ER0253-297 WCR 34 BRIDGE OVER I-25(MM 245,224907.20
