bid_tab_item_id,source_item_code,source_item_description,unit_normalized,candidate_agency_item_code,candidate_description,candidate_unit,candidate_count,suggestion_status
fhu_lincoln_jordan_20250218_row_0192,614-72860,PEDESTRIAN PUSH BUTTON,EACH,614-72860,Pedestrian Push Button,EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0193,614-72863,PEDESTRIAN PUSH BUTTON POST ASSEMBLY,EACH,614-72863,Pedestrian Push Button Post Assembly,EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0196,614-81130,TRAFFIC SIGNAL-LIGHT POLE STEEL (1-30 FOOT MAST ARM),EACH,614-81130,Traffic Signal-Light Pole Steel (1-30 Foot Mast Arm),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0197,614-81140,TRAFFIC SIGNAL-LIGHT POLE STEEL (1-40 FOOT MAST ARM),EACH,614-81140,Traffic Signal-Light Pole Steel (1-40 Foot Mast Arm),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0198,614-81145,TRAFFIC SIGNAL-LIGHT POLE STEEL (1-45 FOOT MAST ARM),EACH,614-81145,Traffic Signal-Light Pole Steel (1-45 Foot Mast Arm),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0199,614-81155,TRAFFIC SIGNAL-LIGHT POLE STEEL (1-55 FOOT MAST ARM),EACH,614-81155,Traffic Signal-Light Pole Steel (1-55 Foot Mast Arm),EACH,2,multiple_exact_description_unit_candidates
fhu_lincoln_jordan_20250218_row_0199,614-81155,TRAFFIC SIGNAL-LIGHT POLE STEEL (1-55 FOOT MAST ARM),EACH,614-91155,Traffic Signal-Light Pole Steel (1-55 Foot Mast Arm),EACH,2,multiple_exact_description_unit_candidates
fhu_lincoln_jordan_20250218_row_0200,614-81160,TRAFFIC SIGNAL-LIGHT POLE STEEL (1-60 FOOT MAST ARM),EACH,614-81160,Traffic Signal Light Pole Steel (1-60 Foot Mast Arm),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0201,614-81165,TRAFFIC SIGNAL-LIGHT POLE STEEL (1-65 FOOT MAST ARM),EACH,614-81165,Traffic Signal-Light Pole Steel (1-65 Foot Mast Arm),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0202,614-81170,TRAFFIC SIGNAL-LIGHT POLE STEEL (1-70 FOOT MAST ARM),EACH,614-81170,Traffic Signal-Light Pole Steel (1-70 Foot Mast Arm),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0203,614-81175,TRAFFIC SIGNAL-LIGHT POLE STEEL (1-75 FOOT MAST ARM),EACH,614-81175,Traffic Signal-Light Pole Steel (1-75 Foot Mast Arm),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0204,614-84100,TRAFFIC SIGNAL PEDESTAL POLE ALUMINUM,EACH,614-84100,Traffic Signal Pedestal Pole Aluminum,EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0205,614-87350,TEST FIBER OPTIC CABLE,L S,614-87350,Test Fiber Optic Cable,L S,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0207,614-87601,TERMINATE FIBER OPTIC CABLE (1 STRAND),EACH,614-87601,Terminate Fiber Optic Cable (1 Strand),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0208,615-60050,EMBANKMENT PROTECTOR TYPE 5,EACH,615-00050,Embankment Protector Type 5,EACH,1,single_exact_description_unit_candidate
