project_id,project_name,agency_owner,state,county_region,work_type,estimate_let_date,source_id,project_number,project_location_raw,contractor,district,terrain,bid_count,awarded_bid_total,award_index
cdot_2023q4_stm0252_484,I-25 THRU COLORADO SPRINGS MP,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-07-27,cdot_cost_data_book_2023_q4,STM0252-484,STM0252-484 I-25 THRU COLORADO SPRINGS MP,"SEMA CONSTRUCTION, INC.",2,U,4,49068138.24,124.22
cdot_2023q4_stm0471_103,"PUEBLO, CO",CDOT,CO,Colorado / CDOT District 2,Roadway,2023-12-21,cdot_cost_data_book_2023_q4,STM0471-103,"STM0471-103 PUEBLO, CO","INTERMOUNTAIN SLURRY SEAL, INC.",2,U,2,1848693.00,92.43
cdot_2023q4_stm061a_002,CO 61A (MP 32.2-40.973),CDOT,CO,Colorado / CDOT District 4,Roadway,2023-12-07,cdot_cost_data_book_2023_q4,STM061A-002,STM061A-002 CO 61A (MP 32.2-40.973),MCATEE CONSTRUCTION CO.,4,P,1,6657728.10,102.86
cdot_2023q4_stmm240_178,COLORADO SPRINGS METRO ADA,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-10-19,cdot_cost_data_book_2023_q4,STMM240-178,STMM240-178 COLORADO SPRINGS METRO ADA,"KSK, LLC",2,U,1,2240000.00,82.96
cdot_2023q4_stmr200_275,PUEBLO COUNTY,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-04-27,cdot_cost_data_book_2023_q4,STMR200-275,STMR200-275 PUEBLO COUNTY,"MORTON ELECTRIC, INC.",2,U,2,244433.00,104.01
cdot_2023q4_str0131_069,SH13 MP 64.17-79.10 IN MOFFAT,CDOT,CO,Colorado / CDOT District 3,Roadway,2023-11-02,cdot_cost_data_book_2023_q4,STR0131-069,STR0131-069 SH13 MP 64.17-79.10 IN MOFFAT,"Kilgore Companies, LLC dba Elam Construc",3,R,3,13570489.25,83.59
cdot_2023q4_str065a_024,SH 65 MP 48.0 TO 61.376 AND SH,CDOT,CO,Colorado / CDOT District 3,Roadway,2023-10-26,cdot_cost_data_book_2023_q4,STR065A-024,STR065A-024 SH 65 MP 48.0 TO 61.376 AND SH,"OLDCASTLE SW GROUP, INC.",3,R,4,2497837.00,83.96
cdot_2023q4_str069a_035,SH 69 SAFETY IMPROVEMENTS,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-12-21,cdot_cost_data_book_2023_q4,STR069A-035,STR069A-035 SH 69 SAFETY IMPROVEMENTS,WALSENBURG SAND AND GRAVEL Company,2,R,4,4977656.25,108.21
cdot_2023q4_str194a_002,SH194A SUR. TREAT.& DRAI IMP M,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-03-09,cdot_cost_data_book_2023_q4,STR194A-002,STR194A-002 SH194A SUR. TREAT.& DRAI IMP M,"OLDCASTLE SW GROUP, INC.",2,P,2,5695695.99,98.20
cdot_2023q4_str2871_040,US 287 MP 0.0 TO MP 122 VARIOU,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-01-12,cdot_cost_data_book_2023_q4,STR2871-040,STR2871-040 US 287 MP 0.0 TO MP 122 VARIOU,"CASTLE ROCK CONST. CO. OF COLO, LLC",2,P,5,1853073.44,115.82
cdot_2023q4_strr200_287,I-25A SOUTH OF PUEBLO & SH 12,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-11-09,cdot_cost_data_book_2023_q4,STRR200-287,STRR200-287 I-25A SOUTH OF PUEBLO & SH 12,"Siete, Inc.",2,M,2,1814282.00,95.49
cdot_2023q4_strr300_265,MOUNTAIN RE FY23 CRACK SEALS,CDOT,CO,Colorado / CDOT District 3,Roadway,2023-03-02,cdot_cost_data_book_2023_q4,STRR300-265,STRR300-265 MOUNTAIN RE FY23 CRACK SEALS,"Scodeller Construction, Inc.",3,M,1,1194545.00,133.83
cdot_2023q4_stu119a_071,SH:119 MP 22.750 - 25.754,CDOT,CO,Colorado / CDOT District 4,Roadway,2023-12-14,cdot_cost_data_book_2023_q4,STU119A-071,STU119A-071 SH:119 MP 22.750 - 25.754,"ZAK DIRT, INC.",4,M,3,6877563.45,116.89
