bid_tab_item_id,source_item_code,source_item_description,unit_normalized,candidate_agency_item_code,candidate_description,candidate_unit,candidate_count,suggestion_status
fhu_west_colfax_phase_2_20260123_row_0123,613-00206,2 INCH ELECTRICAL CONDUIT (BORED),LF,613-00206,2 Inch Electrical Conduit (Bored),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0124,613-00306,3 INCH ELECTRICAL CONDUIT (BORED),LF,613-00306,3 Inch Electrical Conduit (Bored),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0125,613-01200,2 INCH ELECTRICAL CONDUIT (PLASTIC),LF,613-01200,2 Inch Electrical Conduit (Plastic),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0126,613-01300,3 INCH ELECTRICAL CONDUIT (PLASTIC),LF,613-01300,3 Inch Electrical Conduit (Plastic),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0127,613-07003,TYPE THREE PULL BOX,EACH,613-07003,Type Three Pull Box,EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0128,613-07004,TYPE FOUR PULL BOX,EACH,613-07004,Type Four Pull Box,EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0129,613-07011,"PULL BOX (11""X18""X12"")",EACH,613-07011,"Pull Box (11""x18""x12"")",EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0130,613-07023,"PULL BOX (24""X36""X24"")",EACH,613-07023,"Pull Box (24""x36""x24"")",EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0131,613-10000,WIRING,L S,613-10000,Wiring,L S,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0132,613-13002,"LUMINAIRE (LED) (2,000 LUMENS)",EACH,613-13002,"Luminaire (LED) (2,000 Lumens)",EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0133,613-13007,"LUMINAIRE (LED) (3,000 LUMENS)",EACH,613-13007,"Luminaire (LED) (3,000 Lumens)",EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0134,613-13014,"LUMINAIRE (LED) (14,000 LUMENS)",EACH,613-13014,"Luminaire (LED) (14,000 Lumens)",EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0135,613-32250,LIGHT STANDARD STEEL (25 FOOT),EACH,613-32250,Light Standard Steel (25 Foot),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0136,613-32350,LIGHT STANDARD STEEL (35 FOOT),EACH,613-32350,Light Standard Steel (35 Foot),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0137,613-34150,LIGHT STANDARD METAL (15 FOOT),EACH,613-34150,Light Standard Metal (15 Foot),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0138,613-40010,LIGHT STANDARD FOUNDATION,EACH,613-40010,Light Standard Foundation,EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0139,613-40020,TRANSFORMER BASE ALUMINUM,EACH,613-40020,Transformer Base Aluminum,EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0140,613-50109,METER POWER PEDESTAL,EACH,613-50109,Meter Power Pedestal,EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0141,614-00011,SIGN PANEL (CLASS I),SF,614-00011,Sign Panel (Class I),SF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0143,614-01736,STEEL SIGN GROUND STUB BASE (36 INCH),EACH,614-01736,Steel Sign Ground Stub Base (36 Inch),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0144,614-10160,SIGNAL HEAD BACKPLATES,EACH,614-10160,Signal Head Backplates,EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0145,614-70150,PEDESTRIAN SIGNAL FACE (16) (COUNTDOWN),EACH,614-70150,Pedestrian Signal Face (16) (Countdown),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0146,614-70200,ACCESSIBLE PEDESTRIAN SIGNAL,EACH,614-70200,Accessible Pedestrian Signal,EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0147,614-70336,TRAFFIC SIGNAL FACE (12-12-12),EACH,614-70336,Traffic Signal Face (12-12-12),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0148,614-70448,TRAFFIC SIGNAL FACE (12-12-12-12),EACH,614-70448,Traffic Signal Face (12-12-12-12),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0149,614-72854,TRAFFIC CONTROLLER CABINET,EACH,614-72854,Traffic Controller Cabinet,EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0150,614-72863,PEDESTRIAN PUSH BUTTON POST ASSEMBLY,EACH,614-72863,Pedestrian Push Button Post Assembly,EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0151,614-72866,FIRE PREEMPTION UNIT AND TIMER,EACH,614-72866,Fire Preemption Unit and Timer,EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0152,614-72886,INTERSECTION DETECTION SYSTEM (CAMERA),EACH,614-72886,Intersection Detection System (Camera),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0153,614-81125,TRAFFIC SIGNAL-LIGHT POLE STEEL (1-25 FOOT MAST ARM),EACH,614-81125,Traffic Signal-Light Pole Steel (1-25 Foot Mast Arm),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0154,614-81130,TRAFFIC SIGNAL-LIGHT POLE STEEL (1-30 FOOT MAST ARM),EACH,614-81130,Traffic Signal-Light Pole Steel (1-30 Foot Mast Arm),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0155,614-81135,TRAFFIC SIGNAL-LIGHT POLE STEEL (1-35 FOOT MAST ARM),EACH,614-81135,Traffic Signal-Light Pole Steel (1-35 Foot Mast Arm),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0156,614-81140,TRAFFIC SIGNAL-LIGHT POLE STEEL (1-40 FOOT MAST ARM),EACH,614-81140,Traffic Signal-Light Pole Steel (1-40 Foot Mast Arm),EACH,1,single_exact_description_unit_candidate
