bid_tab_item_id,project_id,source_id,source_file,sheet_name,workbook_row,project_number,source_item_number,source_item_code,source_item_code_system,source_spec_raw,source_item_description,item_code,item_description,unit_raw,unit_normalized,quantity,engineer_estimate_unit_price,average_bid_unit_price,matched_agency_item_code,match_status,date_basis,engineer_estimate_quantity,audit_estimate_unit_price,audit_estimate_extended_price
fhu_west_colfax_phase_1_20241003_row_0052,fhu_bid_tab_west_colfax_phase_1_2024_10_03_bid_6039,fhu_bid_tab_west_colfax_phase_1_2024_10_03,Cost Estimate Data Tracking-MASTER.xlsx,W Colfax Ph1,52,Bid No. 6039,45,403-00720,CDOT,403-00720,Hot Mix Asphalt (Patching) (Asphalt),403-00720,Hot Mix Asphalt (Patching) (Asphalt),TON,TON,2747,200.00,255.65,403-00720,matched,2024-10-03,2766,,
fhu_west_colfax_phase_1_20241003_row_0053,fhu_bid_tab_west_colfax_phase_1_2024_10_03_bid_6039,fhu_bid_tab_west_colfax_phase_1_2024_10_03,Cost Estimate Data Tracking-MASTER.xlsx,W Colfax Ph1,53,Bid No. 6039,46,503-00018,CDOT,503-00018,Drilled Shaft (18 Inch),503-00018,Drilled Shaft (18 Inch),LF,LF,35,500.00,759.44,503-00018,matched,2024-10-03,35,,
fhu_west_colfax_phase_1_20241003_row_0054,fhu_bid_tab_west_colfax_phase_1_2024_10_03_bid_6039,fhu_bid_tab_west_colfax_phase_1_2024_10_03,Cost Estimate Data Tracking-MASTER.xlsx,W Colfax Ph1,54,Bid No. 6039,47,503-00036,CDOT,503-00036,Drilled Shaft (36 Inch),503-00036,Drilled Shaft (36 Inch),LF,LF,57,800.00,1184.96,503-00036,matched,2024-10-03,57,,
fhu_west_colfax_phase_1_20241003_row_0055,fhu_bid_tab_west_colfax_phase_1_2024_10_03_bid_6039,fhu_bid_tab_west_colfax_phase_1_2024_10_03,Cost Estimate Data Tracking-MASTER.xlsx,W Colfax Ph1,55,Bid No. 6039,48,601-03000,CDOT,601-03000,Class D Concrete,601-03000,Class D Concrete,CY,CY,4,2000.00,1327.00,601-03000,matched,2024-10-03,4,,
fhu_west_colfax_phase_1_20241003_row_0056,fhu_bid_tab_west_colfax_phase_1_2024_10_03_bid_6039,fhu_bid_tab_west_colfax_phase_1_2024_10_03,Cost Estimate Data Tracking-MASTER.xlsx,W Colfax Ph1,56,Bid No. 6039,49,601-03055,CDOT,601-03055,Concrete Class D (Wall) (Special),601-03055,Concrete Class D (Wall) (Special),CY,CY,861,1800.00,1278.20,601-03055,matched,2024-10-03,861,,
fhu_west_colfax_phase_1_20241003_row_0057,fhu_bid_tab_west_colfax_phase_1_2024_10_03_bid_6039,fhu_bid_tab_west_colfax_phase_1_2024_10_03,Cost Estimate Data Tracking-MASTER.xlsx,W Colfax Ph1,57,Bid No. 6039,50,603-01185,CDOT,603-01185,18 Inch Reinforced Concrete Pipe (Complete In Place),603-01185,18 Inch Reinforced Concrete Pipe (Complete In Place),LF,LF,75,200.00,235.00,603-01185,matched,2024-10-03,125,,
fhu_west_colfax_phase_1_20241003_row_0058,fhu_bid_tab_west_colfax_phase_1_2024_10_03_bid_6039,fhu_bid_tab_west_colfax_phase_1_2024_10_03,Cost Estimate Data Tracking-MASTER.xlsx,W Colfax Ph1,58,Bid No. 6039,51,603-02365,CDOT,603-02365,45x29 Inch Reinforced Concrete Pipe Elliptical (Complete In Place),603-02365,45x29 Inch Reinforced Concrete Pipe Elliptical (Complete In Place),LF,LF,25,500.00,590.80,603-02365,matched,2024-10-03,25,,
fhu_west_colfax_phase_1_20241003_row_0059,fhu_bid_tab_west_colfax_phase_1_2024_10_03_bid_6039,fhu_bid_tab_west_colfax_phase_1_2024_10_03,Cost Estimate Data Tracking-MASTER.xlsx,W Colfax Ph1,59,Bid No. 6039,52,604-30010,CDOT,604-30010,Manhole Slab Base (10 Foot),604-30010,Manhole Slab Base (10 Foot),EACH,EACH,1,12000.00,13233.20,604-30010,matched,2024-10-03,1,,
fhu_west_colfax_phase_1_20241003_row_0060,fhu_bid_tab_west_colfax_phase_1_2024_10_03_bid_6039,fhu_bid_tab_west_colfax_phase_1_2024_10_03,Cost Estimate Data Tracking-MASTER.xlsx,W Colfax Ph1,60,Bid No. 6039,53,607-11525,CDOT,607-11525,Fence (Plastic),607-11525,Fence (Plastic),LF,LF,1000,3.00,4.20,607-11525,matched,2024-10-03,1000,,
fhu_west_colfax_phase_1_20241003_row_0061,fhu_bid_tab_west_colfax_phase_1_2024_10_03_bid_6039,fhu_bid_tab_west_colfax_phase_1_2024_10_03,Cost Estimate Data Tracking-MASTER.xlsx,W Colfax Ph1,61,Bid No. 6039,54,607-11530,CDOT,607-11530,Fence (Special),607-11530,Fence (Special),LF,LF,1994,300.00,661.80,607-11530,matched,2024-10-03,1994,,
