bid_tab_item_id,project_id,source_id,source_file,sheet_name,workbook_row,project_number,source_item_number,source_item_code,source_item_code_system,source_spec_raw,source_item_description,item_code,item_description,unit_raw,unit_normalized,quantity,engineer_estimate_unit_price,average_bid_unit_price,matched_agency_item_code,match_status,date_basis,engineer_estimate_quantity,audit_estimate_unit_price,audit_estimate_extended_price
fhu_west_mainstreet_20240208_row_0036,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,36,CIP22-043-CI,28,210,CDOT,210,RESET SIGN PANEL (SPECIAL),210-00816,RESET SIGN PANEL (SPECIAL),Each,EACH,1,,1035.36,210-00816,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0037,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,37,CIP22-043-CI,29,210,CDOT,210,RESET PULL BOX,210-00827,RESET PULL BOX,Each,EACH,1,,957.69,210-00827,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0038,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,38,CIP22-043-CI,30,210,CDOT,210,RESET PEDESTRIAN PUSH BUTTON,210-00860,RESET PEDESTRIAN PUSH BUTTON,Each,EACH,2,,445.06,210-00860,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0039,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,39,CIP22-043-CI,31,210,CDOT,210,RESET AIR VENT,210-01720,RESET AIR VENT,Each,EACH,2,,4623.45,210-01720,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0040,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,40,CIP22-043-CI,32,210,CDOT,210,MODIFY INLET,210-04020,MODIFY INLET,Each,EACH,1,,5019.94,210-04020,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0041,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,41,CIP22-043-CI,33,210,CDOT,210,ADJUST VALVE BOX,210-04050,ADJUST VALVE BOX,Each,EACH,2,,942.11,210-04050,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0042,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,42,CIP22-043-CI,34,212,CDOT,212,SOD,212,SOD,Square Foot/Feet,SQUARE FOOT/FEET,2250,,1.56,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0043,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,43,CIP22-043-CI,35,213,CDOT,213,MULCHING (WOOD CHIP),213,MULCHING (WOOD CHIP),Cubic Foot/Feet,CUBIC FOOT/FEET,2250,,7.41,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0044,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,44,CIP22-043-CI,36,213,CDOT,213,LANDSCAPE WEED BARRIER FABRIC,213-00070,LANDSCAPE WEED BARRIER FABRIC,Square Yard,SY,245,,7.30,213-00070,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0045,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,45,CIP22-043-CI,37,213,CDOT,213,DECIDUOUS TREE (2 INCH CALIPER),213,DECIDUOUS TREE (2 INCH CALIPER),Each,EACH,2,,839.07,,source_cdot_prefix_only,2024-02-08,,,
