project_id,project_name,agency_owner,state,county_region,work_type,estimate_let_date,source_id,project_number,project_location_raw,contractor,district,terrain,bid_count,awarded_bid_total,award_index
cdot_2022q4_sta001a_005,SH1 WELLINGTON SOUTH RESURFACI,CDOT,CO,Colorado / CDOT District 4,Roadway,2022-05-12,cdot_cost_data_book_2022_q4,STA001A-005,STA001A-005 SH1 WELLINGTON SOUTH RESURFACI,COULSON EXCAVATING COMPANY,4,P,2,5897002.35,80.69
cdot_2022q4_sta0252_459,,CDOT,CO,Colorado / CDOT District 1,Roadway,2022-02-03,cdot_cost_data_book_2022_q4,STA0252-459,STA0252-459,"Myers & Sons Construction, LLC",1,R,3,6297433.64,131.20
cdot_2022q4_sta0361_129,US 36: HYGIENE RD AND NELSON R,CDOT,CO,Colorado / CDOT District 4,Roadway,2022-12-22,cdot_cost_data_book_2022_q4,STA0361-129,STA0361-129 US 36: HYGIENE RD AND NELSON R,MARTIN MARIETTA MATERIALS,4,U,5,3618938.30,78.23
cdot_2022q4_sta0711_021,SH71: REGION LINE NORTH,CDOT,CO,Colorado / CDOT District 4,Roadway,2022-12-01,cdot_cost_data_book_2022_q4,STA0711-021,STA0711-021 SH71: REGION LINE NORTH,A and S CONSTRUCTION CO.,4,P,3,14314966.60,85.12
cdot_2022q4_sta0712_019,SH 71: Frieght Improvements,CDOT,CO,Colorado / CDOT District 4,Roadway,2022-05-12,cdot_cost_data_book_2022_q4,STA0712-019,STA0712-019 SH 71: Frieght Improvements,"IHC Scott, Inc.",4,P,1,11946689.77,111.68
cdot_2022q4_sta207a_004,Resurfacing SH207A MANZANOLA (,CDOT,CO,Colorado / CDOT District 2,Roadway,2022-10-27,cdot_cost_data_book_2022_q4,STA207A-004,STA207A-004 Resurfacing SH207A MANZANOLA (,MARTIN MARIETTA MATERIALS,2,P,3,6049464.37,100.82
cdot_2022q4_sta3852_015,US 385 HOLYOKE NORTH,CDOT,CO,Colorado / CDOT District 4,Roadway,2022-10-27,cdot_cost_data_book_2022_q4,STA3852-015,STA3852-015 US 385 HOLYOKE NORTH,SIMON CONTRACTORS,4,P,1,16494822.00,103.14
cdot_2022q4_sta385a_016,SH 385 MP 97.76,CDOT,CO,Colorado / CDOT District 2,Roadway,2022-12-22,cdot_cost_data_book_2022_q4,STA385A-016,STA385A-016 SH 385 MP 97.76,"TRICON 2, LLC",2,P,4,3775000.00,126.41
cdot_2022q4_stam420_001,US 285 AT HWY 9C IMPROVEMENTS,CDOT,CO,Colorado / CDOT District 2,Roadway,2022-12-01,cdot_cost_data_book_2022_q4,STAM420-001,STAM420-001 US 285 AT HWY 9C IMPROVEMENTS,"AMERICAN CIVIL CONSTRUCTORS, LLC dba A",2,R,4,24091000.00,133.10
cdot_2022q4_star100_358,3 STRUCTURES IN REGION 1 METRO,CDOT,CO,Colorado / CDOT District 1,Roadway,2022-05-26,cdot_cost_data_book_2022_q4,STAR100-358,STAR100-358 3 STRUCTURES IN REGION 1 METRO,"STRUCTURES, INC.",1,U,3,1580730.00,66.09
cdot_2022q4_star100_374,5 STRUCTURES IN REGION 1,CDOT,CO,Colorado / CDOT District 1,Roadway,2022-09-01,cdot_cost_data_book_2022_q4,STAR100-374,STAR100-374 5 STRUCTURES IN REGION 1,"STRUCTURES, INC.",1,U,1,2745838.90,130.43
cdot_2022q4_stm0091_046,ADA RAMP IMPROVEMENTS - FAIRPL,CDOT,CO,Colorado / CDOT District 2,Roadway,2022-12-01,cdot_cost_data_book_2022_q4,STM0091-046,STM0091-046 ADA RAMP IMPROVEMENTS - FAIRPL,"AMERICAN CIVIL CONSTRUCTORS, LLC dba A",2,M,4,24091000.00,133.10
cdot_2022q4_stm1151_038,SH115 MP 27 TO MP 38,CDOT,CO,Colorado / CDOT District 2,Roadway,2022-04-21,cdot_cost_data_book_2022_q4,STM1151-038,STM1151-038 SH115 MP 27 TO MP 38,"CASTLE ROCK CONST. CO. OF COLO, LLC",2,R,5,39607433.98,120.02
cdot_2022q4_str_r500_171,Various locations on SH 141 an,CDOT,CO,Colorado / CDOT District 5,Roadway,2022-03-17,cdot_cost_data_book_2022_q4,STR R500-171,STR R500-171 Various locations on SH 141 an,"KSK, LLC",5,R,3,1400000.00,86.60
cdot_2022q4_str0092_024,SH 9 North of Silverthorne,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-12-22,cdot_cost_data_book_2022_q4,STR0092-024,STR0092-024 SH 9 North of Silverthorne,"Kilgore Companies, LLC dba Elam Construc",3,M,2,6632329.84,96.72
cdot_2022q4_str0141_031,,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-02-17,cdot_cost_data_book_2022_q4,STR0141-031,STR0141-031,MCATEE CONSTRUCTION CO.,3,M,3,5420000.00,92.36
cdot_2022q4_str0505_050,,CDOT,CO,Colorado / CDOT District 2,Roadway,2022-01-13,cdot_cost_data_book_2022_q4,STR0505-050,STR0505-050,"INTERMOUNTAIN SLURRY SEAL, INC.",2,P,3,2019305.00,91.60
cdot_2022q4_str0641_107,SH 13 MM 104-128.1 IN MOFFAT C,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-12-01,cdot_cost_data_book_2022_q4,STR0641-107,STR0641-107 SH 13 MM 104-128.1 IN MOFFAT C,"OLDCASTLE SW GROUP, INC.",3,R,3,3297815.15,91.83
cdot_2022q4_str064a_010,SH 64 AND SH 13 AT MEEKER,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-11-10,cdot_cost_data_book_2022_q4,STR064A-010,STR064A-010 SH 64 AND SH 13 AT MEEKER,"OLDCASTLE SW GROUP, INC.",3,M,2,6203531.45,90.31
cdot_2022q4_str0711_022,SH 71 OVER THE ARKANSAS,CDOT,CO,Colorado / CDOT District 2,Roadway,2022-08-04,cdot_cost_data_book_2022_q4,STR0711-022,STR0711-022 SH 71 OVER THE ARKANSAS,"TLM CONSTRUCTORS, INC.",2,P,3,572763.00,115.71
cdot_2022q4_str092a_031,,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-03-17,cdot_cost_data_book_2022_q4,STR092A-031,STR092A-031,"OLDCASTLE SW GROUP, INC.",3,R,1,7346956.34,97.35
cdot_2022q4_str096a_050,SH 96 MP 168.99 TO 193.77,CDOT,CO,Colorado / CDOT District 2,Roadway,2022-12-22,cdot_cost_data_book_2022_q4,STR096A-050,STR096A-050 SH 96 MP 168.99 TO 193.77,A and S CONSTRUCTION CO.,2,P,3,12723069.27,123.52
cdot_2022q4_str109a_019,M-22-AY BRIDGE REHAB ON SH109,CDOT,CO,Colorado / CDOT District 2,Roadway,2022-12-01,cdot_cost_data_book_2022_q4,STR109A-019,STR109A-019 M-22-AY BRIDGE REHAB ON SH109,"STRUCTURES, INC.",2,R,2,5635899.39,98.88
cdot_2022q4_str114a_015,SH114 SILLSVILLE SOUTH TO MP30,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-12-01,cdot_cost_data_book_2022_q4,STR114A-015,STR114A-015 SH114 SILLSVILLE SOUTH TO MP30,A and S CONSTRUCTION CO.,3,M,2,14324912.69,86.49
cdot_2022q4_str133a_051,,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-02-17,cdot_cost_data_book_2022_q4,STR133A-051,STR133A-051,"OLDCASTLE SW GROUP, INC.",3,R,3,1540725.10,123.76
cdot_2022q4_str160a_034,US160A LA VETA PASS EAST SURFA,CDOT,CO,Colorado / CDOT District 2,Roadway,2022-03-17,cdot_cost_data_book_2022_q4,STR160A-034,STR160A-034 US160A LA VETA PASS EAST SURFA,"OLDCASTLE SW GROUP, INC.",2,M,2,8614391.16,99.02
cdot_2022q4_str318a_001,SH 318 MP 0 - 12.5 MOFFAT COUN,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-12-01,cdot_cost_data_book_2022_q4,STR318A-001,STR318A-001 SH 318 MP 0 - 12.5 MOFFAT COUN,"Kilgore Companies, LLC dba Elam Construc",3,R,2,6686562.84,98.21
cdot_2022q4_strc090_011,US 50B AND SH71/CR18 INTERSECT,CDOT,CO,Colorado / CDOT District 2,Roadway,2022-11-17,cdot_cost_data_book_2022_q4,STRC090-011,STRC090-011 US 50B AND SH71/CR18 INTERSECT,"ARROW ELECTRIC SERVICE, INC.",2,R,2,2854417.85,124.11
cdot_2022q4_stu0252_457,I-25:ALAMEDA RIVER PH 2.0,CDOT,CO,Colorado / CDOT District 1,Roadway,2022-11-03,cdot_cost_data_book_2022_q4,STU0252-457,STU0252-457 I-25:ALAMEDA RIVER PH 2.0,"AMES CONSTRUCTION, INC.",1,U,3,22317300.00,90.58
cdot_2022q4_trg0253_264,I-25 AND SH 119 PARK-N-RIDE,CDOT,CO,Colorado / CDOT District 4,Roadway,2022-10-27,cdot_cost_data_book_2022_q4,TRG0253-264,TRG0253-264 I-25 AND SH 119 PARK-N-RIDE,"ZAK DIRT, INC.",4,U,8,13166577.55,101.32
