project_id,project_name,agency_owner,state,county_region,work_type,estimate_let_date,source_id,project_number,project_location_raw,contractor,district,terrain,bid_count,awarded_bid_total,award_index
cdot_2026q1_nhpp0741_026,SH 74 DOWNTOWN EVERGREEN TO CO,CDOT,CO,Colorado / CDOT District 1,Roadway,2026-01-08,cdot_cost_data_book_2026_q1,NHPP0741-026,NHPP0741-026 SH 74 DOWNTOWN EVERGREEN TO CO,"BRANNAN SAND AND GRAVEL, LLC",1,M,4,6365969.25,111.68
cdot_2026q1_nhpp1602_184,US 160 HIGH BRIDGE TO ELMORES,CDOT,CO,Colorado / CDOT District 5,Roadway,2026-01-08,cdot_cost_data_book_2026_q1,NHPP1602-184,NHPP1602-184 US 160 HIGH BRIDGE TO ELMORES,"Kilgore Companies, LLC",5,R,2,11227904.85,83.72
cdot_2026q1_nhpp4701_139,C-470 KEN CARYL TO WADSORTH,CDOT,CO,Colorado / CDOT District 1,Roadway,2026-02-19,cdot_cost_data_book_2026_q1,NHPP4701-139,NHPP4701-139 C-470 KEN CARYL TO WADSORTH,"ASPHALT SPECIALTIES CO., INC.",1,R,4,14495525.35,106.58
cdot_2026q1_sftyr400_413,MULTIPLE CULVERTS IN REGION 4,CDOT,CO,Colorado / CDOT District 4,Roadway,2026-02-05,cdot_cost_data_book_2026_q1,SFTYR400-413,SFTYR400-413 MULTIPLE CULVERTS IN REGION 4,"Whitaker Construction Co., Inc.",4,R,4,257788.00,60.84
cdot_2026q1_star100_429,Various locations on SH83 betw,CDOT,CO,Colorado / CDOT District 1,Roadway,2026-01-29,cdot_cost_data_book_2026_q1,STAR100-429,STAR100-429 Various locations on SH83 betw,"CHATO'S CONCRETE, LLC",1,U,4,1576338.00,91.90
cdot_2026q1_stm006a_076,ATWOOD TO STERLING (MP 398.2-4,CDOT,CO,Colorado / CDOT District 4,Roadway,2026-01-15,cdot_cost_data_book_2026_q1,STM006A-076,STM006A-076 ATWOOD TO STERLING (MP 398.2-4,Harper Brothers Construction LLC,4,P,4,20722238.45,100.90
cdot_2026q1_stm086a_059,CO86 (MM 15.3-16.3),CDOT,CO,Colorado / CDOT District 4,Roadway,2026-03-05,cdot_cost_data_book_2026_q1,STM086A-059,STM086A-059 CO86 (MM 15.3-16.3),"BRANNAN SAND AND GRAVEL, LLC",4,P,4,1427814.20,102.29
cdot_2026q1_str0241_069,SH 24 MP 166 TO 174,CDOT,CO,Colorado / CDOT District 3,Roadway,2026-03-05,cdot_cost_data_book_2026_q1,STR0241-069,STR0241-069 SH 24 MP 166 TO 174,"OLDCASTLE SW GROUP, INC.",3,M,1,12299613.85,102.28
cdot_2026q1_str1151_043,SH 115A from M.P 14.0-18.0 thr,CDOT,CO,Colorado / CDOT District 2,Roadway,2026-02-05,cdot_cost_data_book_2026_q1,STR1151-043,STR1151-043 SH 115A from M.P 14.0-18.0 thr,"ACME CONCRETE PAVING, INC.",2,R,4,3683609.28,97.06
cdot_2026q1_strr200_289,"CO 10A, US 50B, CO 69A, CO 165",CDOT,CO,Colorado / CDOT District 2,Roadway,2026-01-22,cdot_cost_data_book_2026_q1,STRR200-289,"STRR200-289 CO 10A, US 50B, CO 69A, CO 165","TLM CONSTRUCTORS, INC.",2,R,6,1084179.78,57.06
cdot_2026q1_tap0703_530,HOGBACK TRAILS ADJACENT TO I-7,CDOT,CO,Colorado / CDOT District 1,Roadway,2026-03-19,cdot_cost_data_book_2026_q1,TAP0703-530,TAP0703-530 HOGBACK TRAILS ADJACENT TO I-7,RDZ Build,1,M,3,2437169.75,143.36
