catalog_row_id,agency_item_id,agency_item_code,description,unit_raw,unit_normalized,specification_year,specification_reference,item_status,source_id,source_page,source_locator
ne_ndot_catalog_6404.00,ne_ndot_6404.00,6404.00,PEDESTRIAN RAILING (CHAIN LINK TYPE),LIN FT,LF,07,716.00,current,ne_ndot_english_standard_item_list_2010,158,stditeme06252010.pdf#page=158;item=6404.00
ne_ndot_catalog_6404.02,ne_ndot_6404.02,6404.02,PEDESTRIAN RAILING (CHAIN LINK TYPE),LIN FT,LF,07,716.00,current,ne_ndot_english_standard_item_list_2010,158,stditeme06252010.pdf#page=158;item=6404.02
ne_ndot_catalog_6404.06,ne_ndot_6404.06,6404.06,PEDESTRIAN RAILING (CHAIN LINK TYPE-VINYL COATED),LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,158,stditeme06252010.pdf#page=158;item=6404.06
ne_ndot_catalog_6404.10,ne_ndot_6404.10,6404.10,SUPERSTRUCTURE FENCE ENCLOSURE,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,158,stditeme06252010.pdf#page=158;item=6404.10
ne_ndot_catalog_6404.15,ne_ndot_6404.15,6404.15,5' PEDESTRIAN RAILING (CHAIN LINK TYPE),LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,158,stditeme06252010.pdf#page=158;item=6404.15
ne_ndot_catalog_6404.16,ne_ndot_6404.16,6404.16,6' PEDESTRIAN RAILING (CHAIN LINK TYPE),LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,158,stditeme06252010.pdf#page=158;item=6404.16
ne_ndot_catalog_6404.17,ne_ndot_6404.17,6404.17,7' PEDESTRIAN RAILING (CHAIN LINK TYPE),LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,158,stditeme06252010.pdf#page=158;item=6404.17
ne_ndot_catalog_6404.25,ne_ndot_6404.25,6404.25,5' PEDESTRIAN RAILING (CHAIN LINK TYPE-VINYL COATED),LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,158,stditeme06252010.pdf#page=158;item=6404.25
ne_ndot_catalog_6404.26,ne_ndot_6404.26,6404.26,6' PEDESTRIAN RAILING (CHAIN LINK TYPE-VINYL COATED),LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,158,stditeme06252010.pdf#page=158;item=6404.26
ne_ndot_catalog_6404.30,ne_ndot_6404.30,6404.30,10' PEDESTRIAN RAILING (CHAIN LINK TYPE-VINYL COATED),LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,158,stditeme06252010.pdf#page=158;item=6404.30
ne_ndot_catalog_6404.45,ne_ndot_6404.45,6404.45,PEDESTRIAN CONCRETE RAILING,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,158,stditeme06252010.pdf#page=158;item=6404.45
ne_ndot_catalog_6404.46,ne_ndot_6404.46,6404.46,PEDESTRIAN STEEL RAILING,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,158,stditeme06252010.pdf#page=158;item=6404.46
ne_ndot_catalog_6404.50,ne_ndot_6404.50,6404.50,PEDESTRIAN RAILING,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,158,stditeme06252010.pdf#page=158;item=6404.50
ne_ndot_catalog_6404.52,ne_ndot_6404.52,6404.52,PEDESTRIAN RAILING,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,158,stditeme06252010.pdf#page=158;item=6404.52
ne_ndot_catalog_6404.54,ne_ndot_6404.54,6404.54,PEDESTRIAN RAILING,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,158,stditeme06252010.pdf#page=158;item=6404.54
ne_ndot_catalog_6406.00,ne_ndot_6406.00,6406.00,PEDESTRIAN HANDRAIL,LIN FT,LF,07,716.00,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6406.00
ne_ndot_catalog_6406.05,ne_ndot_6406.05,6406.05,METAL HANDRAIL,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6406.05
ne_ndot_catalog_6406.06,ne_ndot_6406.06,6406.06,METAL HANDRAIL,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6406.06
ne_ndot_catalog_6406.20,ne_ndot_6406.20,6406.20,HANDRAIL REPAIR,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6406.20
ne_ndot_catalog_6406.25,ne_ndot_6406.25,6406.25,REMOVING AND RESETTING HAND RAIL,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6406.25
ne_ndot_catalog_6406.30,ne_ndot_6406.30,6406.30,BIKEWAY HANDRAIL,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6406.30
ne_ndot_catalog_6415.00,ne_ndot_6415.00,6415.00,DRAINAGE SYSTEM AT STATION,EACH,EACH,07,706.00,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6415.00
ne_ndot_catalog_6415.01,ne_ndot_6415.01,6415.01,DRAINAGE SYSTEM AT STATION,EACH,EACH,07,706.00,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6415.01
ne_ndot_catalog_6415.02,ne_ndot_6415.02,6415.02,DRAINAGE SYSTEM,EACH,EACH,07,706.00,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6415.02
ne_ndot_catalog_6415.03,ne_ndot_6415.03,6415.03,DRAINAGE SYSTEM,EACH,EACH,07,706.00,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6415.03
ne_ndot_catalog_6430.00,ne_ndot_6430.00,6430.00,PAINTING STRUCTURE AT,LUMP SUM,LS,07,709.00,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6430.00
ne_ndot_catalog_6430.01,ne_ndot_6430.01,6430.01,PAINTING STRUCTURE AT,LUMP SUM,LS,07,709.00,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6430.01
ne_ndot_catalog_6430.02,ne_ndot_6430.02,6430.02,PAINTING STRUCTURE AT,LUMP SUM,LS,07,709.00,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6430.02
ne_ndot_catalog_6430.03,ne_ndot_6430.03,6430.03,PAINTING STRUCTURE AT,LUMP SUM,LS,07,709.00,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6430.03
ne_ndot_catalog_6430.20,ne_ndot_6430.20,6430.20,PAINTING STRUCTURE (OVER COAT) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6430.20
ne_ndot_catalog_6430.21,ne_ndot_6430.21,6430.21,PAINTING STRUCTURE (OVER COAT) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6430.21
ne_ndot_catalog_6430.22,ne_ndot_6430.22,6430.22,PAINTING STRUCTURE (OVER COAT) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6430.22
ne_ndot_catalog_6430.23,ne_ndot_6430.23,6430.23,PAINTING STRUCTURE (OVER COAT) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6430.23
ne_ndot_catalog_6430.24,ne_ndot_6430.24,6430.24,PAINTING STRUCTURE (OVER COAT) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,159,stditeme06252010.pdf#page=159;item=6430.24
ne_ndot_catalog_6430.25,ne_ndot_6430.25,6430.25,PAINTING STRUCTURE (OVER COAT) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6430.25
ne_ndot_catalog_6430.26,ne_ndot_6430.26,6430.26,PAINTING STRUCTURE (OVER COAT) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6430.26
ne_ndot_catalog_6430.27,ne_ndot_6430.27,6430.27,PAINTING STRUCTURE (OVER COAT) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6430.27
ne_ndot_catalog_6430.28,ne_ndot_6430.28,6430.28,PAINTING STRUCTURE (OVER COAT) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6430.28
ne_ndot_catalog_6430.30,ne_ndot_6430.30,6430.30,PAINTING STRUCTURE (FULL REMOVAL) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6430.30
ne_ndot_catalog_6430.31,ne_ndot_6430.31,6430.31,PAINTING STRUCTURE (FULL REMOVAL) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6430.31
ne_ndot_catalog_6430.40,ne_ndot_6430.40,6430.40,PAINTING STRUCTURE (ZONE COAT) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6430.40
ne_ndot_catalog_6430.41,ne_ndot_6430.41,6430.41,PAINTING STRUCTURE (ZONE COAT) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6430.41
ne_ndot_catalog_6430.42,ne_ndot_6430.42,6430.42,PAINTING STRUCTURE (ZONE COAT) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6430.42
ne_ndot_catalog_6430.43,ne_ndot_6430.43,6430.43,PAINTING STRUCTURE (ZONE COAT) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6430.43
ne_ndot_catalog_6430.44,ne_ndot_6430.44,6430.44,PAINTING STRUCTURE (ZONE COAT) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6430.44
ne_ndot_catalog_6430.45,ne_ndot_6430.45,6430.45,PAINTING STRUCTURE (ZONE COAT) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6430.45
ne_ndot_catalog_6430.46,ne_ndot_6430.46,6430.46,PAINTING STRUCTURE (ZONE COAT) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6430.46
ne_ndot_catalog_6430.47,ne_ndot_6430.47,6430.47,PAINTING STRUCTURE (ZONE COAT) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6430.47
ne_ndot_catalog_6430.48,ne_ndot_6430.48,6430.48,PAINTING STRUCTURE (ZONE COAT) AT,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6430.48
ne_ndot_catalog_6430.49,ne_ndot_6430.49,6430.49,PAINTING STRUCTURE (ZONE COAT) AT,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6430.49
ne_ndot_catalog_6431.00,ne_ndot_6431.00,6431.00,PAINTING STRUCTURAL STEEL,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6431.00
ne_ndot_catalog_6433.00,ne_ndot_6433.00,6433.00,PAINTING PILES AND MISCELLANEOUS STEEL,LUMP SUM,LS,07,709.00,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6433.00
ne_ndot_catalog_6434.90,ne_ndot_6434.90,6434.90,ENVIRONMENTAL PROTECTION,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,160,stditeme06252010.pdf#page=160;item=6434.90
ne_ndot_catalog_6434.93,ne_ndot_6434.93,6434.93,ENVIRONMENTAL PROTECTION,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6434.93
ne_ndot_catalog_6434.95,ne_ndot_6434.95,6434.95,CASTING CONCRETE BLOCKS,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6434.95
ne_ndot_catalog_6434.96,ne_ndot_6434.96,6434.96,TCLP TESTS,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6434.96
ne_ndot_catalog_6451.00,ne_ndot_6451.00,6451.00,PAINTING RAIL AT,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6451.00
ne_ndot_catalog_6451.01,ne_ndot_6451.01,6451.01,PAINTING RAIL AT,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6451.01
ne_ndot_catalog_6451.02,ne_ndot_6451.02,6451.02,PAINTING RAIL AT,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6451.02
ne_ndot_catalog_6451.05,ne_ndot_6451.05,6451.05,PAINTING BARRIER RAIL AND FASCIA PANEL,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6451.05
ne_ndot_catalog_6452.00,ne_ndot_6452.00,6452.00,WASTE MATERIAL CONTAINMENT,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6452.00
ne_ndot_catalog_6500.00,ne_ndot_6500.00,6500.00,LINSEED OIL PROTECTIVE COATING,SQ YD,SY,07,,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6500.00
ne_ndot_catalog_6501.00,ne_ndot_6501.00,6501.00,PENETRATING PROTECTIVE CONCRETE SEALANT,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6501.00
ne_ndot_catalog_6510.00,ne_ndot_6510.00,6510.00,RAISING EXISTING STRUCTURE,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6510.00
ne_ndot_catalog_6510.50,ne_ndot_6510.50,6510.50,TEMPORARY BRIDGE SHORING,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6510.50
ne_ndot_catalog_6510.51,ne_ndot_6510.51,6510.51,TEMPORARY BRIDGE SHORING,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6510.51
ne_ndot_catalog_6510.55,ne_ndot_6510.55,6510.55,TEMPORARY BRIDGE SHORING,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6510.55
ne_ndot_catalog_6510.60,ne_ndot_6510.60,6510.60,BRIDGE SHORING,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6510.60
ne_ndot_catalog_6510.65,ne_ndot_6510.65,6510.65,BRIDGE SHORING,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6510.65
ne_ndot_catalog_6600.01,ne_ndot_6600.01,6600.01,"1"" CONDUIT IN BRIDGE",LIN FT,LF,07,405.00,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6600.01
ne_ndot_catalog_6600.02,ne_ndot_6600.02,6600.02,"2"" CONDUIT IN BRIDGE",LIN FT,LF,07,405.00,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6600.02
ne_ndot_catalog_6600.03,ne_ndot_6600.03,6600.03,"3"" CONDUIT IN BRIDGE",LIN FT,LF,07,405.00,current,ne_ndot_english_standard_item_list_2010,161,stditeme06252010.pdf#page=161;item=6600.03
ne_ndot_catalog_6600.04,ne_ndot_6600.04,6600.04,"4"" CONDUIT IN BRIDGE",LIN FT,LF,07,405.00,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6600.04
ne_ndot_catalog_6600.05,ne_ndot_6600.05,6600.05,"5"" CONDUIT IN BRIDGE",LIN FT,LF,07,405.00,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6600.05
ne_ndot_catalog_6600.06,ne_ndot_6600.06,6600.06,"6"" CONDUIT IN BRIDGE",LIN FT,LF,07,405.00,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6600.06
ne_ndot_catalog_6601.03,ne_ndot_6601.03,6601.03,"3/4"" CONDUIT IN BRIDGE",LIN FT,LF,07,405.00,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6601.03
ne_ndot_catalog_6601.04,ne_ndot_6601.04,6601.04,"3/4"" CONDUIT IN BRIDGE",LIN FT,LF,07,405.00,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6601.04
ne_ndot_catalog_6601.14,ne_ndot_6601.14,6601.14,"1 1/4"" CONDUIT IN BRIDGE",LIN FT,LF,07,405.00,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6601.14
ne_ndot_catalog_6601.15,ne_ndot_6601.15,6601.15,"1 1/2"" CONDUIT IN BRIDGE",LIN FT,LF,07,405.00,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6601.15
ne_ndot_catalog_6601.20,ne_ndot_6601.20,6601.20,EXPANSION FITTING,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6601.20
ne_ndot_catalog_6602.00,ne_ndot_6602.00,6602.00,CATHODIC PROTECTION,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6602.00
ne_ndot_catalog_6602.10,ne_ndot_6602.10,6602.10,DEICING SYSTEM,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6602.10
ne_ndot_catalog_6602.11,ne_ndot_6602.11,6602.11,INSTALL ANTI-ICING SYSTEM,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6602.11
ne_ndot_catalog_6602.12,ne_ndot_6602.12,6602.12,ANTI-ICING SYSTEM,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6602.12
ne_ndot_catalog_6602.13,ne_ndot_6602.13,6602.13,INSTALL ANTI-ICING SYSTEM,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6602.13
ne_ndot_catalog_6602.14,ne_ndot_6602.14,6602.14,ANTI-ICING SYSTEM,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6602.14
ne_ndot_catalog_6602.16,ne_ndot_6602.16,6602.16,ANTI-ICING SENSOR SYSTEM,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6602.16
ne_ndot_catalog_6602.24,ne_ndot_6602.24,6602.24,ELECTROCHEMICAL CHLORIDE EXTRACTION,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6602.24
ne_ndot_catalog_6602.25,ne_ndot_6602.25,6602.25,ELECTROCHEMICAL CHLORIDE EXTRACTION,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6602.25
ne_ndot_catalog_6602.30,ne_ndot_6602.30,6602.30,CONCRETE COATING,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6602.30
ne_ndot_catalog_6602.31,ne_ndot_6602.31,6602.31,CONCRETE COATING,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,162,stditeme06252010.pdf#page=162;item=6602.31
ne_ndot_catalog_6602.32,ne_ndot_6602.32,6602.32,CONCRETE COATING,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6602.32
ne_ndot_catalog_6602.33,ne_ndot_6602.33,6602.33,CONCRETE COATING,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6602.33
ne_ndot_catalog_6602.34,ne_ndot_6602.34,6602.34,CONCRETE COATING,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6602.34
ne_ndot_catalog_6602.35,ne_ndot_6602.35,6602.35,SPECIAL SURFACE COATING,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6602.35
ne_ndot_catalog_6602.36,ne_ndot_6602.36,6602.36,CONCRETE COATING,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6602.36
ne_ndot_catalog_6602.37,ne_ndot_6602.37,6602.37,CONCRETE COATING,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6602.37
ne_ndot_catalog_6602.38,ne_ndot_6602.38,6602.38,CONCRETE COATING,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6602.38
ne_ndot_catalog_6602.39,ne_ndot_6602.39,6602.39,CONCRETE COATING,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6602.39
ne_ndot_catalog_6602.40,ne_ndot_6602.40,6602.40,CONCRETE COATING,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6602.40
ne_ndot_catalog_6603.00,ne_ndot_6603.00,6603.00,DEWATERING,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6603.00
ne_ndot_catalog_6609.90,ne_ndot_6609.90,6609.90,REMODEL ROADWAY FIXED DEVICE,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6609.90
ne_ndot_catalog_6610.00,ne_ndot_6610.00,6610.00,RESET ROADWAY DEVICES,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6610.00
ne_ndot_catalog_6610.16,ne_ndot_6610.16,6610.16,REMODEL ROADWAY JOINTS,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6610.16
ne_ndot_catalog_6610.20,ne_ndot_6610.20,6610.20,REMODEL AND RESET EXPANSION JOINT,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6610.20
ne_ndot_catalog_6610.25,ne_ndot_6610.25,6610.25,REMODEL ROADWAY EXPANSION DEVICE,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6610.25
ne_ndot_catalog_6610.27,ne_ndot_6610.27,6610.27,REMODEL SEPARATORS,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6610.27
ne_ndot_catalog_6610.30,ne_ndot_6610.30,6610.30,RESET EXPANSION ROLLERS,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6610.30
ne_ndot_catalog_6610.35,ne_ndot_6610.35,6610.35,REMODEL ROADWAY FIXED DEVICE,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6610.35
ne_ndot_catalog_6610.40,ne_ndot_6610.40,6610.40,REPLACE ROLLER NEST,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,163,stditeme06252010.pdf#page=163;item=6610.40
ne_ndot_catalog_6610.45,ne_ndot_6610.45,6610.45,STRIP SEALS,LIN FT,LF,07,730.00,current,ne_ndot_english_standard_item_list_2010,164,stditeme06252010.pdf#page=164;item=6610.45
ne_ndot_catalog_6610.48,ne_ndot_6610.48,6610.48,ROADWAY JOINTS,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,164,stditeme06252010.pdf#page=164;item=6610.48
ne_ndot_catalog_6610.60,ne_ndot_6610.60,6610.60,METAL BOND BREAKER,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,164,stditeme06252010.pdf#page=164;item=6610.60
ne_ndot_catalog_6612.00,ne_ndot_6612.00,6612.00,TEMPORARY PIER SUPPORT,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,164,stditeme06252010.pdf#page=164;item=6612.00
ne_ndot_catalog_6613.00,ne_ndot_6613.00,6613.00,BACKWALL RECONSTRUCTION,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,164,stditeme06252010.pdf#page=164;item=6613.00
ne_ndot_catalog_6613.50,ne_ndot_6613.50,6613.50,SOIL ANCHORS,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,164,stditeme06252010.pdf#page=164;item=6613.50
ne_ndot_catalog_6614.00,ne_ndot_6614.00,6614.00,TEMPORARY SUPPORT AND ANCHORAGE,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,164,stditeme06252010.pdf#page=164;item=6614.00
ne_ndot_catalog_6614.05,ne_ndot_6614.05,6614.05,TEMPORARY WALKWAY,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,164,stditeme06252010.pdf#page=164;item=6614.05
ne_ndot_catalog_6614.07,ne_ndot_6614.07,6614.07,TEMPORARY BRIDGE RAIL,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,164,stditeme06252010.pdf#page=164;item=6614.07
ne_ndot_catalog_6614.09,ne_ndot_6614.09,6614.09,TEMPORARY SUPPORT,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,164,stditeme06252010.pdf#page=164;item=6614.09
ne_ndot_catalog_6614.10,ne_ndot_6614.10,6614.10,TEMPORARY SUPPORTS,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,164,stditeme06252010.pdf#page=164;item=6614.10
ne_ndot_catalog_6614.25,ne_ndot_6614.25,6614.25,REPAIR SUPERSTRUCTURE,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,164,stditeme06252010.pdf#page=164;item=6614.25
ne_ndot_catalog_6614.26,ne_ndot_6614.26,6614.26,REPAIR SUPERSTRUCTURE,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,164,stditeme06252010.pdf#page=164;item=6614.26
ne_ndot_catalog_6615.00,ne_ndot_6615.00,6615.00,SUBSTRUCTURE REPAIR,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,164,stditeme06252010.pdf#page=164;item=6615.00
ne_ndot_catalog_6615.20,ne_ndot_6615.20,6615.20,SUBSTRUCTURE REPAIR,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,164,stditeme06252010.pdf#page=164;item=6615.20
ne_ndot_catalog_6615.30,ne_ndot_6615.30,6615.30,BRIDGE REPAIR,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,164,stditeme06252010.pdf#page=164;item=6615.30
